Feature,Coefficient - 1,Coefficient - 2,Coefficient - 3,Coefficient - 4,Coefficient - 5,Coefficient - 6,Coefficient - 7,Coefficient - 8,Coefficient - 9,Coefficient - 10,Coefficient - 11,Coefficient - 12,Coefficient - 13,Coefficient - 14,Coefficient - 15,Coefficient - 16,Coefficient - 17,Coefficient - 18,Coefficient - 19,Coefficient - 20,Coefficient - 21,Coefficient - 22,Coefficient - 23,Coefficient - 24,Coefficient - 25,Coefficient - 26,Coefficient - 27,Coefficient - 28,Coefficient - 29,Coefficient - 30,Coefficient - 31,Coefficient - 32,Coefficient - 33,Coefficient - 34,Coefficient - 35,Coefficient - 36,Coefficient - 37,Coefficient - 38,Coefficient - 39,Coefficient - 40,Coefficient - 41,Coefficient - 42,Coefficient - 43,Coefficient - 44,Coefficient - 45,Coefficient - 46,Coefficient - 47,Coefficient - 48,Coefficient - 49,Coefficient - 50,Coefficient - 51,Coefficient - 52,Coefficient - 53,Coefficient - 54,Coefficient - 55,Coefficient - 56,Coefficient - 57,Coefficient - 58,Coefficient - 59,Coefficient - 60
h1,-0.08733823296710587,-0.08752850140057038,-0.08638105101202263,-0.08258029984929573,-0.08465148922237341,-0.08236741921442182,-0.08677836029261153,-0.10555062963598354,-0.10830806197430082,-0.10949350493548662,-0.1182027674641302,-0.12887699614768433,-0.12805537215854637,-0.11962137620526815,-0.125542142346331,-0.12625595454211802,-0.12754465536276072,-0.12629057678763708,-0.11932371905472276,-0.12200013452367547,-0.12817914710878983,-0.12368526552350727,-0.12399518170135906,-0.12993298476031168,-0.12415306938480408,-0.13129049289629746,-0.1375656843572066,-0.1328186547633707,-0.12619113590858666,-0.12355535449765971,-0.1306610763042198,-0.12995192041760334,-0.1232223119842637,-0.12108324235406472,-0.13637394082767726,-0.13774805646636973,-0.13698830202010415,-0.14524331733759147,-0.14917801175194192,-0.1575191926675869,-0.1638285035324188,-0.168845372212292,-0.162606771838304,-0.160365146998633,-0.16111613206262815,-0.15988395624847068,-0.1613078555927096,-0.16045920444387085,-0.1629797034002582,-0.16556573069641903,-0.16760311668270772,-0.17135320063507362,-0.1731348060072416,-0.17721346420708858,-0.17874171263375532,-0.17438332964532377,-0.17965639681321802,-0.18139855488923629,-0.18268594080000825,-0.17985120962534595
h2,-0.11356023805891129,-0.11523136801879684,-0.11518940303240052,-0.11165049165534331,-0.11478425078105337,-0.11378547731437402,-0.11842838019439023,-0.1383159131891703,-0.14215492854256553,-0.143586457443395,-0.15245543137657558,-0.16379132159321017,-0.16299740264363485,-0.1570193769621585,-0.16509298764805289,-0.1665841706598,-0.16775498925328453,-0.16867005230508353,-0.16333616219814867,-0.16674811930568137,-0.17227090271841428,-0.17063009697199896,-0.17188415743925534,-0.1779838448470245,-0.17377007906090325,-0.18004267074919092,-0.18476257734211057,-0.18231995515659144,-0.17856615511133012,-0.17680063788430808,-0.18515199999904097,-0.18444175764028475,-0.17831405477234233,-0.1774320334077839,-0.19201217910202786,-0.19529305334590513,-0.19517757687848497,-0.20336631739544975,-0.2076899688358151,-0.21642879855459157,-0.22325527015792487,-0.22816457809596713,-0.22287555437208317,-0.2214895263424294,-0.22280058779444334,-0.22252668040750762,-0.2242091601209962,-0.2234001652052546,-0.2266513166755976,-0.23009239754570554,-0.23283490395066364,-0.23496886059521666,-0.23715083095086692,-0.2416075814553309,-0.24349762510451933,-0.24067116783307305,-0.24718009705988356,-0.2497338498242644,-0.252307075512377,-0.2506511666092954
h3,-0.06655239122631622,-0.06982009199549989,-0.07051855777231386,-0.06669227451430304,-0.07101517739692217,-0.07187590099734988,-0.07726032111271586,-0.09981677291868113,-0.10503778083378577,-0.10707121530001146,-0.11566965767040552,-0.12907201789676065,-0.13014302837499295,-0.12787095916205415,-0.13752918946370848,-0.13857817831459496,-0.13919326640862023,-0.1408699464303527,-0.13632700804112402,-0.13979546169992185,-0.14510583980934236,-0.1475534287246427,-0.15140687378614417,-0.15736043069112274,-0.15592097151374126,-0.1618143844252711,-0.16790433238635935,-0.1680246979784081,-0.16934309311736456,-0.16769654458964067,-0.17930134752672316,-0.18012466059316232,-0.1743468017542052,-0.17519878992461715,-0.18664174731546018,-0.19296148413409536,-0.19348974240945185,-0.20170890414632864,-0.20618792110267112,-0.21572965373269049,-0.22348723195975187,-0.22866815793272094,-0.22654185460752171,-0.22559095866982068,-0.22640278617363876,-0.22619243740687603,-0.22775377547678652,-0.22759394766452215,-0.23165723705929303,-0.23710448873536874,-0.24047606250921688,-0.24096184091783548,-0.24299985371497432,-0.24786892039645744,-0.2501071783664213,-0.24837045265110133,-0.25583384765264344,-0.2583582656692499,-0.26215974811130116,-0.26078306254812367
h4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.002566127440598176,-0.01175201656635399,-0.016582200081452503,-0.024943379248019443,-0.027610784758726716,-0.035101854951694156,-0.043574979551228556,-0.048422042187068574,-0.05599254125396405,-0.057261540713141136,-0.07323233194363328,-0.07841783065099227,-0.07954450225986799,-0.08259333709676557,-0.09193560060548679,-0.10027943502039481,-0.10147913307809063,-0.10903337386546726,-0.11455540407592692,-0.12337626244125144,-0.13117892926210972,-0.1377793310856055,-0.14039928130271076,-0.14246877791339219,-0.14223378951060484,-0.14129115852168156,-0.14382108650413958,-0.14488788573760084,-0.14907394648416056,-0.15629758010865583,-0.1598256058706217,-0.16168088241133916,-0.16323269892595996,-0.16776224306378473,-0.17043508988963235,-0.16930950475289644,-0.17495468862863997,-0.17672237879994118,-0.18046084585788963,-0.1793557783296387
h5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h10,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h15,0.07083220869814484,0.06224242415261122,0.054165182838983805,0.058733526568412464,0.061813301609681494,0.0643228145866214,0.06696525063940457,0.11610726827692575,0.12065038548136131,0.12763738595504906,0.13499541666444545,0.14310792098462136,0.1475083842019497,0.14721474945697183,0.14560238858591135,0.13816440031748228,0.1356088729819419,0.13132140040849494,0.12619853940682846,0.13063960292509158,0.13390257647009177,0.13950248669359586,0.1360184421595931,0.13393815843266774,0.12828784366239682,0.12910665562997098,0.12947687101157623,0.13231496905594647,0.1326143309330121,0.12935763069424255,0.12870229398111757,0.1271075856954879,0.12760247375512432,0.126399555083587,0.12550732864142988,0.12652562465436998,0.12236746296025615,0.12165093458412074,0.11812529693036923,0.11433426133581445,0.11495012388946693,0.11328121910809981,0.11378541952871671,0.10933437598780002,0.11048145775187128,0.1071189428872101,0.10956994642923407,0.10665125543364189,0.10646830128583128,0.10610954187606886,0.10386083705860744,0.10454899179694159,0.10303465857114133,0.10270432925327946,0.1024537720629077,0.10140478321202108,0.10042708364845589,0.09884843962946271,0.09766535504410374,0.09481892340024138
h16,0.42812291772906325,0.419863420714,0.4113428987673728,0.41663428970577593,0.42157953741091997,0.42318564880369447,0.4277842779440185,0.5403143396284144,0.5465518101347235,0.5521475830335149,0.5562331596581169,0.5589453542078838,0.561963281627436,0.5594733434520439,0.5523221476127598,0.5410059970416509,0.5365122034088735,0.5332818682273605,0.5256938019407015,0.5249067615226981,0.5230204003615632,0.5263017790389326,0.5181393854713564,0.5143821319967934,0.5062122883345443,0.5058028435481803,0.5041799257894952,0.5040546710728168,0.506454726832004,0.5003052945212675,0.49878512598493624,0.4960577704936624,0.49435146599825325,0.49089140145647775,0.48742260633500767,0.4843144811613432,0.47704357678697085,0.47384608927981703,0.47028731422580466,0.46696563459560253,0.469910893416786,0.4689612331919035,0.4678378983472411,0.4624867126385779,0.4627830867172592,0.45956126999468994,0.46019080299449644,0.45755622446343847,0.4588008947072007,0.4594335411249204,0.4566964670806604,0.45628130936112377,0.45464420478353607,0.4534946754723363,0.4540611453310234,0.4532951824725296,0.4531355964301636,0.45173024471745354,0.45095458718448356,0.4470444993158516
h17,0.45517716047988566,0.44751033401703094,0.4366859478981577,0.4389096847501013,0.4408638746546347,0.4399015659091445,0.44159822796431236,0.5289813487391412,0.529221493034271,0.5294604150482409,0.5312149656971034,0.5277364419948263,0.5275427577694055,0.5222225596700792,0.5108694328304821,0.4971836865226725,0.49154529449071616,0.48760875241839524,0.4788597906504598,0.47571130303680476,0.4739428241028262,0.4745275789294477,0.4627124660281787,0.4556963393705675,0.4478882909308401,0.44545909443676196,0.4403285013750354,0.4369633867377546,0.4386566923700627,0.4309731613980611,0.42832632125285425,0.4224291832939881,0.4184836597186457,0.413400405800148,0.4085963364189795,0.4025916765208583,0.3944548538511411,0.39002910959004755,0.38762308147626406,0.3862760649599782,0.390560400693349,0.39187277546333443,0.38900619607051445,0.38434817958698275,0.3839084687910128,0.38110114118974203,0.3808707314909708,0.37953666011114173,0.3820008953317245,0.38286170089878135,0.38019090165504354,0.3786832961990314,0.3775676982485041,0.3766887005000919,0.37873874806554736,0.37813792897228904,0.37942824000036074,0.37878776467400394,0.37953316813662147,0.3761223142161851
h18,0.15458237035132136,0.14818725952799364,0.13604987182828504,0.135022884038227,0.13275830262428187,0.12853657745967376,0.12436954937684724,0.14754596934753253,0.14361623357047015,0.14099501767666525,0.1424230834475465,0.13664123880908569,0.13347388033729535,0.12871158568170665,0.11904466360293378,0.10713801542389448,0.10521916076222158,0.10098546855969062,0.09482013753997674,0.0909274165106234,0.0916219699173585,0.09173628230748584,0.08029328611406604,0.07523443901613605,0.07275553642166685,0.07117759084904902,0.0654364004448071,0.06317894415395674,0.0652193776349013,0.06099300101144456,0.05948478366865016,0.05499625683891279,0.052841239349805995,0.048130645375227946,0.045850994010666155,0.04196821420139128,0.0383516588689207,0.037655773463439325,0.0406321283297595,0.042609173324905186,0.046600161580554994,0.05097530131237215,0.050522863013978785,0.04924486135707317,0.04958089166885375,0.04856569986202758,0.048942084853282365,0.04794916572532146,0.05085124921820473,0.05166533648325501,0.0501901998292648,0.04932361293567862,0.04948190356895693,0.04900598698437393,0.05125159953497711,0.05039111360032969,0.05144783311836436,0.051165350362040805,0.052526783527872135,0.05046043888032186
h19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0019295291297106562,-0.0012231133019519815,-0.006281351497912773,-0.0009430542142474916,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010797501271255134,-0.005071773707300106,-0.008247113897761015,-0.010164528287391436,-0.014099228928729172,-0.012380012129813071,-0.017249580259976124,-0.016855608747162798,-0.018230539239960684,-0.017868660442658918,-0.0233313169989309
h23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0027267160064044786,-0.0,-0.0069721421080441185,-0.012073165019702936,-0.005986204856999344,-0.003050701998465752,-0.0011235539327925374,-0.010655318877385751,-0.01383042505846338,-0.01374646899424272,-0.01017282931129054,-0.01878230616435684,-0.028388582403028027,-0.02024939277614743,-0.018861812643437902,-0.029389999295225046,-0.02249501428119189,-0.01508740843009877,-0.01767375535866921,-0.01364748362180055,-0.013532084759532825,-0.015427978643320087,-0.027260397493671856,-0.030535257338204426,-0.03441586420320015,-0.04073447574711871,-0.04862334995352481,-0.05269276691319895,-0.05264964232673124,-0.05696419034306376,-0.04977291482512889,-0.04792257542341519,-0.042178707641399735,-0.04152488422875577,-0.04211472219288775,-0.04460988306687482,-0.042323286041135215,-0.0399829086444791,-0.04377980914034017,-0.048436136219390545,-0.052568115128863266,-0.054081361882522244,-0.05832896650009593,-0.05435532001128969,-0.060023988400205903,-0.058854819015713475,-0.05961752245778666,-0.05878846064041023,-0.06899356808650041
h24,-0.022475302990580502,-0.015888158216558486,-0.0080703121262859,-0.008990825646650347,-0.016720361923319344,-0.018967967210080823,-0.018135050505978724,-0.037278350085058386,-0.04106901742823766,-0.04615380889882578,-0.052440781791997966,-0.05896414366580358,-0.053853670905177994,-0.06468988805779254,-0.07096212793605419,-0.06525163036975883,-0.06088904635572102,-0.05906185372690103,-0.06589699482074397,-0.06886023893457902,-0.06646589986527271,-0.061595012447511914,-0.07146425374656729,-0.08173871035115696,-0.07360549632104606,-0.0674434143703969,-0.07591436602565092,-0.06661338845823843,-0.05913135926557526,-0.06150041176620459,-0.056858653562192184,-0.05648739051102439,-0.05833493638459562,-0.0689059610807475,-0.07204338219960704,-0.07624232540153675,-0.08287221121348125,-0.0909593665853842,-0.09559211934949584,-0.09689241756377395,-0.10028618044170616,-0.09117239247256201,-0.08975229603817092,-0.08397040173126596,-0.08408797353781268,-0.08454200248448025,-0.0867780397531492,-0.0843110883522176,-0.08178709716394994,-0.0857083987198089,-0.09031366160829309,-0.09462599489295659,-0.09623593766705153,-0.10132881760931461,-0.09756377377133271,-0.10361651006163441,-0.10272058842027802,-0.10290637515616748,-0.102164231109968,-0.11256707648548499
d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011431978732765744,0.003110606589489516,0.0,0.0,0.0,0.0,0.0,0.0,0.0035120731633830997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023888556742809798,0.029953755973700386,0.015401895962092033,0.0005881493014265727,0.0
d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
d3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
d5,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
d6,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
d7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
