Feature,H1 - Coefficient - 1,H2 - Coefficient - 1,H3 - Coefficient - 1,H4 - Coefficient - 1,H5 - Coefficient - 1,H6 - Coefficient - 1,H7 - Coefficient - 1,H8 - Coefficient - 1,H9 - Coefficient - 1,H10 - Coefficient - 1,H11 - Coefficient - 1,H12 - Coefficient - 1,H13 - Coefficient - 1,H14 - Coefficient - 1,H15 - Coefficient - 1,H16 - Coefficient - 1,H17 - Coefficient - 1,H18 - Coefficient - 1,H19 - Coefficient - 1,H20 - Coefficient - 1,H21 - Coefficient - 1,H22 - Coefficient - 1,H23 - Coefficient - 1,H24 - Coefficient - 1,H1 - Coefficient - 2,H2 - Coefficient - 2,H3 - Coefficient - 2,H4 - Coefficient - 2,H5 - Coefficient - 2,H6 - Coefficient - 2,H7 - Coefficient - 2,H8 - Coefficient - 2,H9 - Coefficient - 2,H10 - Coefficient - 2,H11 - Coefficient - 2,H12 - Coefficient - 2,H13 - Coefficient - 2,H14 - Coefficient - 2,H15 - Coefficient - 2,H16 - Coefficient - 2,H17 - Coefficient - 2,H18 - Coefficient - 2,H19 - Coefficient - 2,H20 - Coefficient - 2,H21 - Coefficient - 2,H22 - Coefficient - 2,H23 - Coefficient - 2,H24 - Coefficient - 2,H1 - Coefficient - 3,H2 - Coefficient - 3,H3 - Coefficient - 3,H4 - Coefficient - 3,H5 - Coefficient - 3,H6 - Coefficient - 3,H7 - Coefficient - 3,H8 - Coefficient - 3,H9 - Coefficient - 3,H10 - Coefficient - 3,H11 - Coefficient - 3,H12 - Coefficient - 3,H13 - Coefficient - 3,H14 - Coefficient - 3,H15 - Coefficient - 3,H16 - Coefficient - 3,H17 - Coefficient - 3,H18 - Coefficient - 3,H19 - Coefficient - 3,H20 - Coefficient - 3,H21 - Coefficient - 3,H22 - Coefficient - 3,H23 - Coefficient - 3,H24 - Coefficient - 3,H1 - Coefficient - 4,H2 - Coefficient - 4,H3 - Coefficient - 4,H4 - Coefficient - 4,H5 - Coefficient - 4,H6 - Coefficient - 4,H7 - Coefficient - 4,H8 - Coefficient - 4,H9 - Coefficient - 4,H10 - Coefficient - 4,H11 - Coefficient - 4,H12 - Coefficient - 4,H13 - Coefficient - 4,H14 - Coefficient - 4,H15 - Coefficient - 4,H16 - Coefficient - 4,H17 - Coefficient - 4,H18 - Coefficient - 4,H19 - Coefficient - 4,H20 - Coefficient - 4,H21 - Coefficient - 4,H22 - Coefficient - 4,H23 - Coefficient - 4,H24 - Coefficient - 4,H1 - Coefficient - 5,H2 - Coefficient - 5,H3 - Coefficient - 5,H4 - Coefficient - 5,H5 - Coefficient - 5,H6 - Coefficient - 5,H7 - Coefficient - 5,H8 - Coefficient - 5,H9 - Coefficient - 5,H10 - Coefficient - 5,H11 - Coefficient - 5,H12 - Coefficient - 5,H13 - Coefficient - 5,H14 - Coefficient - 5,H15 - Coefficient - 5,H16 - Coefficient - 5,H17 - Coefficient - 5,H18 - Coefficient - 5,H19 - Coefficient - 5,H20 - Coefficient - 5,H21 - Coefficient - 5,H22 - Coefficient - 5,H23 - Coefficient - 5,H24 - Coefficient - 5
Last Closing Gas Price [GBpence/therm]_standardized,0.0,0.0086659810153886,0.05728659673947068,0.148879339188535,0.23290717890016138,0.32453599579492776,0.5126886925503586,0.431064253034397,0.3153126900690507,0.26189215171630825,0.20365745061895155,0.16760122286850077,0.19555389853804794,0.12064024034819279,0.5181896927220286,1.476135582909954,1.1087638709909549,0.14739039254184744,0.0,0.0,0.0,0.07744719342379681,0.2407713075029838,0.07989155321521674,0.0,0.024055307562510442,0.07625503173489723,0.1751092214074626,0.21422999475813567,0.31465095285557015,0.479739678515491,0.33622933922655046,0.27982347566524557,0.22893925568820983,0.17690393774708355,0.16945527204693853,0.21632097711806206,0.12554916296410062,0.5012572060463063,1.4558623732711011,1.2908835889130883,0.24977952392921526,0.0019940637571325675,0.0,0.0,0.11456892081322706,0.16595248479720304,0.050876346864583845,0.0,0.013573999053803427,0.07650002811936141,0.16076302936566397,0.21854705541334177,0.352573278637852,0.45587510725424146,0.3342717409034214,0.27473537461558356,0.2589286077340393,0.19155811610782233,0.14687118743233712,0.18398244622164597,0.14731884403462622,0.8757902223227115,1.469418127067236,1.2746784401924902,0.5510040391605328,0.05881714436563482,0.0,0.0,0.04586084859733948,0.19375168693098382,0.0027825686760099785,-0.0,0.0,0.06463753171524614,0.16804387278003524,0.23909590406953093,0.3807613074334863,0.4283621808811536,0.325956526927988,0.2752018544990365,0.267584157486337,0.16978201558367406,0.12233447999013006,0.13269559853774968,0.09164534226983047,0.6010205979916285,1.613598492996675,1.262298610692153,0.4255669351494661,0.08983110451983614,0.0,0.0,0.1356616051192849,0.16323736124986943,0.0288513208112932,-0.0,0.0,0.0,0.19202713822879686,0.2664518883692307,0.12132064739944953,0.17230096434901362,0.08420135555111742,0.05532832869417726,0.009474559459753923,0.0,0.0,0.0,0.0,0.0,0.0,0.21848232222038805,0.10988266738695553,0.0,-0.0,-0.039509784951476244,0.010233235526800156,0.35193587505549717,0.10027288102895947
Day-ahead Price [GBP/MWh]_standardized d-1 h=1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.01220258615309932,0.6234621925790959,0.3645154709449697,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33331315231094977,0.19188897428164223,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.042251285430759046,0.07862884666432364,0.0,0.0,0.0,0.0,0.0,0.0726656099983803,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.12521305525766654,0.0,0.009959696673036708,0.0030318787696936023,0.0,0.011216421223718062,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=2,0.0,0.0,0.0,-0.0,-0.07200613010495656,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.04887996099601759,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.063209223739501,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.044503485547520476,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0803718233507851,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1605375465139763,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=3,0.0,0.0,0.0,0.0,-0.0,-0.2148308149076339,-0.40615237061183074,-0.2598135137094463,-0.1587464456897631,-0.07678912451667658,-0.09910446061328092,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1721160413064305,0.04369890650266392,0.13682002640534632,0.0,0.0,0.0,0.0,-0.0,-0.23947626793592103,-0.4488609750734245,-0.2660068684301579,-0.1785311204043246,-0.12491324713824578,-0.11149521028412178,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006702463146605091,0.0,0.2035512477542361,0.15445933528194775,0.1823831058717456,0.0,0.0,0.007266507013835852,0.0,-0.0,-0.27055624094138586,-0.47196219401637896,-0.3634534127802482,-0.16399411571244926,-0.10173918728216985,-0.08756754222878588,-0.0,-0.0,-0.0,-0.0,-0.4226574209517842,-0.23374465382187717,-0.1510411705118946,-0.07540937391402912,-0.09105446355570712,0.0,0.18623559163497289,0.2599855658125467,0.351715077425724,0.0,0.0,0.0,-0.0,-0.0,-0.29292491746847255,-0.44271203881461857,-0.3634593027995945,-0.1589604442313718,-0.09898299358136198,-0.08119992207841174,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0053703796758171754,-0.0,0.0,0.09038380278898146,0.16774584615105134,0.21339556943123072,0.0,0.0,0.02417405919069253,0.0,-0.0,-0.2328912634075704,-0.5049491539980113,-0.2709669343998811,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.00906107792070742,0.0,-0.0,0.0,-0.0,0.0,0.3785520520989002,0.31245165607252123,0.2732032916903074
Day-ahead Price [GBP/MWh]_standardized d-1 h=4,0.0,0.014587296204991194,0.048499650260109,0.023504295616712988,0.09296916452818553,0.0,-0.04357571910514381,-0.0713787312400923,-0.04980902102720857,-0.03245454935001718,-0.0,-0.025197981953938353,-0.03472787827857796,-0.0,-0.0,-0.5925484184289588,-0.48174611387432287,-0.13948781861562218,-0.040831328939631505,-0.05431195542264409,-0.0,0.0,-0.0,0.0,0.0,0.019546460421159744,0.033896626894970465,0.010909624246349128,0.09308928507515997,0.0,-0.00806817600060821,-0.0965441747216917,-0.0,-0.0,-0.0,-0.008561527171135067,-0.010750024553625824,-0.0,-0.0,-0.5114181491520278,-0.5608284837827091,-0.16939761949039592,-0.0284895692815395,-0.05093871093092845,-0.0,-0.0,-0.0,-0.0,0.0,0.016413519257278113,0.05082788136077919,0.012826475098884245,0.0866650115460545,0.0,-0.0,-0.01608945710253241,-0.0,-0.0,-0.013663120691644215,-0.011147781986122299,-0.009870696593082352,-0.0,-0.0,-0.0,-0.15954977077381952,-0.0,-0.0,-0.034812320344886585,-0.0,-0.0,-0.0,-0.0,0.0,0.03613839172723109,0.042730002026242095,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00012411046819073702,-0.06985724385626359,-0.0,-0.0,-0.16153332378675941,-0.4100419934626423,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.057842791348159006,0.05673809803518252,0.0,0.04055402659377203,0.0,-0.0,-0.0738261106656158,-0.09167051104771513,-0.003970123961333206,-0.001536749273197574,-0.0,-0.12549701696082652,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=5,0.04991134935959669,0.058167350419972945,0.0,0.0,0.0,0.013914271597884,0.0,0.0,0.0,0.0,0.03572809732614305,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.06372396743404965,0.0,-0.0,0.0,0.03407313459361474,0.055001834497799516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03580433716507548,0.06310247374516985,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.03403822560859203,0.03125909822039989,0.0,-0.0,-0.011832465938797394,0.035783657236821774,0.054034591110232635,0.0,0.0,0.0,0.024761122203247648,0.0,0.0,0.02157892382091872,0.07565346195859474,0.0360212594223338,0.0,0.0,0.07582375360409059,0.0,0.0,0.0,0.0,0.0,0.0,0.06183319237869736,0.0,-0.1768477732305782,-0.14038929233333733,0.040787497062660376,0.04606392278201557,0.0,0.0,0.04683532247774875,0.0247844251478229,0.0,0.0,0.020727558148024027,0.03795180211882772,0.034000555123676314,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.03857950030848206,0.05992334702639497,0.0,-0.041762966055674824,-0.0,0.02107060297214031,0.0,0.0,0.0,0.04288764554493145,0.059282494869350146,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0946909905858995,-0.271509619302709,-0.04540983538523232
Day-ahead Price [GBP/MWh]_standardized d-1 h=6,0.0,0.030800539074351894,0.03733308221258684,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.10605912290148808,0.11113733327484215,0.11026209675700313,0.12604806467643145,0.20045170132391593,0.3349681332188583,0.2515973871010663,0.16953931212964957,0.08020191949207602,0.07227116844728505,0.1484645403458511,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.047680585573246455,0.0,0.0,0.039184078400346024,0.08229711908638626,0.12422423835012143,0.21024012201523218,0.2117700158377227,0.5679963281047223,0.4857215434155576,0.29278931908619715,0.09635901031185647,0.11509298514118652,0.11081351911169299,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0707508944487425,0.0,0.0,0.06802846227572505,0.11431249978335248,0.15904850867318873,0.14951620867473386,0.12579283616836348,0.23403547773844227,0.30666886282279426,0.3699910880320382,0.10073443341208817,0.18064120707461398,0.08293485490475613,0.09247229600580743,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0036005103954727356,0.0,0.0,0.03310024130419155,0.040160985766629145,0.0,0.0,0.13757337422086913,0.5154376846051145,0.5943238728590751,0.1751196993599328,0.03578188216680069,0.0,0.0,0.003303292468392138,0.0,0.0,0.0,0.0,0.0,-0.0,-0.021327003295377487,-0.0,-0.0,0.0,-0.0,0.0,0.01257637983564134,0.0,0.0,0.0,0.09237593827324958,0.7194854853198125,0.22004341726737964,0.006993580278176561,0.0,0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=7,-0.0,0.0,0.004395541683393866,0.04440447048970414,0.0,-0.004976975436796639,0.0,-0.0,-0.030783678962236462,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.13959587026018572,0.0,0.08410973056782725,0.0,-0.0,-0.0,0.0,0.0,0.050439445991764566,-0.0,0.0,0.022553778436458245,0.028456696914463984,0.0,-0.0,0.0,0.0,-0.04065183687031806,-0.018983266922149765,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.01954783030037421,0.0,-0.0,0.0,1.7126977726130152e-06,0.008771799556115187,-0.0,-0.0508153495337121,-0.0,0.0,-0.06867885092743055,-0.04196534402454238,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.10524624123852125,0.15741664061821048,-0.018174029543118864,-0.0,0.02159122455538973,0.0,-0.0,-0.15250621188117722,-0.0551319785955018,0.0,-0.06849990314960153,-0.034060356097615915,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.05473876557769323,0.0,-0.0,0.0,0.020683237006931695,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3781998237435391,0.04327853548788063,0.0,0.0,-0.0,0.010652099241140878,0.03417806980078246,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=8,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0015686773122406332,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.002926184695763243,-0.0,0.0,0.0003952599833260988,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.016534184631241226,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.004305681736171701,-0.0,0.0,0.015739502786546008,-0.0,-0.0,-0.0,0.0,-0.060255864767263384,-0.03703788760336128,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=9,-0.03604777307799301,-0.09960734177839158,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0175732950509314,-0.0,-0.13217069834062878,-0.008102526923849272,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0010003572713464274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04143430721155825,-0.009881650623462237,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.008613774527291201,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13912074884368317,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
