Feature,H1 - Coefficient - 1,H2 - Coefficient - 1,H3 - Coefficient - 1,H4 - Coefficient - 1,H5 - Coefficient - 1,H6 - Coefficient - 1,H7 - Coefficient - 1,H8 - Coefficient - 1,H9 - Coefficient - 1,H10 - Coefficient - 1,H11 - Coefficient - 1,H12 - Coefficient - 1,H13 - Coefficient - 1,H14 - Coefficient - 1,H15 - Coefficient - 1,H16 - Coefficient - 1,H17 - Coefficient - 1,H18 - Coefficient - 1,H19 - Coefficient - 1,H20 - Coefficient - 1,H21 - Coefficient - 1,H22 - Coefficient - 1,H23 - Coefficient - 1,H24 - Coefficient - 1,H1 - Coefficient - 2,H2 - Coefficient - 2,H3 - Coefficient - 2,H4 - Coefficient - 2,H5 - Coefficient - 2,H6 - Coefficient - 2,H7 - Coefficient - 2,H8 - Coefficient - 2,H9 - Coefficient - 2,H10 - Coefficient - 2,H11 - Coefficient - 2,H12 - Coefficient - 2,H13 - Coefficient - 2,H14 - Coefficient - 2,H15 - Coefficient - 2,H16 - Coefficient - 2,H17 - Coefficient - 2,H18 - Coefficient - 2,H19 - Coefficient - 2,H20 - Coefficient - 2,H21 - Coefficient - 2,H22 - Coefficient - 2,H23 - Coefficient - 2,H24 - Coefficient - 2,H1 - Coefficient - 3,H2 - Coefficient - 3,H3 - Coefficient - 3,H4 - Coefficient - 3,H5 - Coefficient - 3,H6 - Coefficient - 3,H7 - Coefficient - 3,H8 - Coefficient - 3,H9 - Coefficient - 3,H10 - Coefficient - 3,H11 - Coefficient - 3,H12 - Coefficient - 3,H13 - Coefficient - 3,H14 - Coefficient - 3,H15 - Coefficient - 3,H16 - Coefficient - 3,H17 - Coefficient - 3,H18 - Coefficient - 3,H19 - Coefficient - 3,H20 - Coefficient - 3,H21 - Coefficient - 3,H22 - Coefficient - 3,H23 - Coefficient - 3,H24 - Coefficient - 3,H1 - Coefficient - 4,H2 - Coefficient - 4,H3 - Coefficient - 4,H4 - Coefficient - 4,H5 - Coefficient - 4,H6 - Coefficient - 4,H7 - Coefficient - 4,H8 - Coefficient - 4,H9 - Coefficient - 4,H10 - Coefficient - 4,H11 - Coefficient - 4,H12 - Coefficient - 4,H13 - Coefficient - 4,H14 - Coefficient - 4,H15 - Coefficient - 4,H16 - Coefficient - 4,H17 - Coefficient - 4,H18 - Coefficient - 4,H19 - Coefficient - 4,H20 - Coefficient - 4,H21 - Coefficient - 4,H22 - Coefficient - 4,H23 - Coefficient - 4,H24 - Coefficient - 4,H1 - Coefficient - 5,H2 - Coefficient - 5,H3 - Coefficient - 5,H4 - Coefficient - 5,H5 - Coefficient - 5,H6 - Coefficient - 5,H7 - Coefficient - 5,H8 - Coefficient - 5,H9 - Coefficient - 5,H10 - Coefficient - 5,H11 - Coefficient - 5,H12 - Coefficient - 5,H13 - Coefficient - 5,H14 - Coefficient - 5,H15 - Coefficient - 5,H16 - Coefficient - 5,H17 - Coefficient - 5,H18 - Coefficient - 5,H19 - Coefficient - 5,H20 - Coefficient - 5,H21 - Coefficient - 5,H22 - Coefficient - 5,H23 - Coefficient - 5,H24 - Coefficient - 5
Last Closing Gas Price [GBpence/therm]_standardized,0.00027907169169990367,0.018459622656334586,0.05636818442488088,0.08821156008738112,0.04452672419417843,0.01966827449026587,-0.0017149074044093273,-0.03713996513975019,-0.04615072664100864,-0.05339583909970207,-0.033451613069928735,-0.005707329559950078,-0.0004857358807580213,-0.02002008243621535,-0.003708408360799299,-0.06282677356273506,-0.021874582291413393,0.10747441518980004,0.1978597487704751,0.21247052396829177,0.20668960290640356,0.23870811227168767,0.26929914252495446,0.2569231704996049,1.6076628614714627e-05,0.01741615754882108,0.05298908976424854,0.0817030141247717,0.03795985990557299,0.015911643705274002,-0.008917452695248107,-0.04749288111112112,-0.051106518132146575,-0.05442748088713733,-0.027113986773528956,-0.0032288028640537402,-0.0,-0.012829701616938645,-0.005606119394166716,-0.0633875801430063,-0.030668405998369275,0.11543712399564247,0.19997385427808975,0.2067917532409445,0.19915448798715146,0.2336234007284107,0.26900624464548123,0.25701305885831816,0.0011930044547326343,0.020819771261076515,0.05652318744210663,0.08425940219804606,0.05331932265005571,0.046459646029371464,0.0008387659245665328,-0.04387403928548525,-0.04999037312316055,-0.05365000016521454,-0.028883183969208966,-0.005137747247703199,0.0,-0.007189006120571895,-0.0,-0.031198044315727515,0.0,0.13766522341118426,0.2100114321506442,0.2174633258825299,0.19767276734807146,0.21964717779720613,0.2481347553361479,0.24255362123352814,0.0012249991302230806,0.021360791433809565,0.05825109542823817,0.08607043003040878,0.05512170160475871,0.04018496065378316,-0.0062377815823890445,-0.05500690716028275,-0.05959194697239272,-0.06997951941796336,-0.04661622282620709,-0.014942552639141984,-0.012346428271742888,-0.03358112889774296,-0.02822388625140088,-0.08121038880266418,-0.025137508744571782,0.10204531483446071,0.18653560784024695,0.19831352371876962,0.18815681109331328,0.2097125687858631,0.2401482003467774,0.23384356095982317,0.0003319004264435127,0.02107518532826262,0.05787113142444087,0.08207403357029164,0.05707831432319957,0.03444867150743117,-0.015021234589827298,-0.061669495485128255,-0.058859404081265,-0.06199389822004792,-0.03889095863369799,-0.013075356634771933,-0.01456271198180747,-0.03704579795382353,-0.026908961403339565,-0.07194735357576929,-0.01272616108936128,0.10646274698069819,0.18778230451931024,0.19479221115735265,0.17403598402454917,0.20416901919544286,0.2373826760184256,0.2306376761816003
Day-ahead Price [GBP/MWh]_standardized d-1 h=1,-0.0,-0.011842672952789067,-0.06313701742547999,-0.0,0.0,0.0,-0.0,-0.0,-0.07070442420519948,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0031898134300904235,-0.04582335296458261,-0.0,0.0,0.0,-0.0,-0.0,-0.06348578448837634,-0.0,-0.0,-0.0,-0.00031332788175296694,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.013469584518820821,-0.041816876392138685,-0.0,0.0,0.0,-0.0,-0.0,-0.05417474362982921,-0.0,-0.0,-0.0,-0.00909647911698934,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04069613566589615,-0.0,-0.012928230054405123,-0.03658927025115823,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06900695765828738,-0.0,-0.017914943324198098,-0.035503989314486895,-0.0,0.0,0.0,-0.0,-0.0,-0.0036235031634322015,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0030033688405545988,-0.08980834219665927
Day-ahead Price [GBP/MWh]_standardized d-1 h=2,0.0,-0.0,-0.0,-0.30917736503856763,-0.0,-0.0,-0.08708173060703228,-0.11707182100248048,-0.04620213660743833,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.37497267449339067,0.3767991585468062,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.2925984395230066,-0.0,-0.0,-0.06244341127786483,-0.10394783222838229,-0.009546377444359594,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.34272321342812656,0.3864223291932977,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.2955591901407406,-0.0,-0.0,-0.040607251787758196,-0.10555597500020697,-0.016665896907982782,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.34341429703389775,0.4183466313298261,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.29370124304800144,-0.0,-0.0,-0.07953897810613518,-0.15394684949690507,-0.11190441118430355,-0.038878701799343184,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.3479926693662932,0.3725469673313558,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.3123240469037254,-0.0,-0.0,-0.060878952452091746,-0.1476687194038224,-0.11461247974853853,-0.041170794548058,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.3261940258745536,0.3623383643600081,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=3,0.0,-0.0,-0.07627618596594786,-0.1938978362864432,-0.6655331650621844,-0.35030954903368816,-0.12531913645073672,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.14942779889973812,0.20679035334363768,0.0798790310545822,0.0,0.0,0.0,-0.020111878416892364,-0.032294956678469114,-0.11073342289830589,0.0,-0.0,-0.07247891243394727,-0.17513407215560986,-0.6165103212054629,-0.3107830339973454,-0.1427810629439002,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.10202967285660704,0.18717929342247544,0.03312700444490828,0.0,0.0,0.0,-0.04279868807062425,-0.0646817924159186,-0.15470179995396757,0.0,-0.0,-0.07373079357143797,-0.16752091191797205,-0.6222005080492641,-0.36577479674039354,-0.15736595752520502,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.11146199619232591,0.23008838406736923,0.05809933550315861,0.0,0.0,0.0,-0.0008745798614717201,-0.04804780451596134,-0.10902086099968046,0.0,-0.0,-0.07982046031995811,-0.16135472522100422,-0.6042701529810879,-0.38026728320536174,-0.14902631758660367,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.009011244867478495,0.24706699004333335,0.24898179362571415,0.11229836180391668,0.0,0.0,0.0,-0.07512394234020117,-0.0766250342161456,-0.09107849638352328,0.0,-0.0,-0.08099182563588225,-0.1547089713765525,-0.5367585424418784,-0.3376342117201047,-0.1536453503536049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0011423759097885938,0.21475123978388144,0.22408513935274132,0.09508613819616676,0.0,0.0,-0.0,-0.0527794055760906,-0.06298090185261415,-0.06662825820388184
Day-ahead Price [GBP/MWh]_standardized d-1 h=4,0.0,0.0,0.0,0.31378380233715036,0.5895425351003282,0.19513317017086199,0.0,0.0,0.04726579689002702,0.07519662133281543,0.06462851252375398,0.054144597473316326,0.058150769196439085,0.02045623555646095,0.014940667322357317,0.0,-0.0,0.0,-0.07251946469821023,-0.1520733252036875,-0.06226574938934776,-0.1177044047867204,-0.09422000820612433,-0.052150151126897096,0.0,0.0,0.0,0.2977759965664591,0.5604822857546318,0.17247413227479738,0.0,0.0,0.04277998263822367,0.08391631242973849,0.0665280258054042,0.07320104153201015,0.06894528122044763,0.014370946627591258,0.0,0.005494784708999059,0.0,0.0,-0.0712363057281157,-0.15263013007930337,-0.12565999947231837,-0.11242591823246219,-0.08796699213861886,-0.034719116082910714,0.0,0.0,0.0,0.3026120613701007,0.5719697664110454,0.2184424086164046,0.0,0.0,0.0440770343854393,0.08595200096358761,0.06841343263227581,0.07983078934183498,0.0672787163315196,0.057648365764431,0.019528087442784028,0.014340965029339962,0.0,0.0,-0.049893470269443234,-0.13974698703427624,-0.06334802116117033,-0.142694674155317,-0.10425624372080342,-0.057980566257202396,0.0,0.0,0.0,0.29589674724357284,0.5612485891161338,0.22736914873086594,0.0,0.0,0.050420311501113056,0.08511366528035609,0.06088374899718599,0.06498364009930802,0.10080779707371543,0.07343756904593306,0.0658584270077874,-0.0,-0.0,0.0,-0.056405320779211385,-0.09829850320105737,-0.11367425428443068,-0.07818488440347425,-0.09801624588739054,-0.07401215519177662,0.0,0.0,0.0,0.3431748709130456,0.5761095928536465,0.22974671665532342,0.0,0.0,0.07028436328733288,0.1096624466472484,0.0809413546011497,0.07489941044216068,0.10980167911058666,0.10375419488942274,0.10599516792789335,-0.0,-0.0,0.0,-0.07816912994351922,-0.12900984367735305,-0.11727651676872569,-0.07431746844907883,-0.09215808531334745,-0.08001243735424485
Day-ahead Price [GBP/MWh]_standardized d-1 h=5,0.0,0.0,0.1915035817025018,0.14833012905686274,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.049407791529936636,0.0952615882234024,0.19848760447235514,0.1062020237362205,0.0,-0.0,0.027266939841841486,0.0038773065884132943,0.12158304307962144,0.07629699904470895,0.06480760300046269,-0.0,-0.0,0.0,0.0,0.18474616527486074,0.15298929835359174,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.013224806870389605,0.08595163085520546,0.19283113760118542,0.12536092587007155,0.0,0.0,0.06974519425567106,0.007447643496951095,0.12405890267979944,0.16968184178251702,0.0663637627653775,-0.0,-0.0,0.0,0.0,0.18746920882405224,0.15256298123920445,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.00376311455196872,0.0924452025735324,0.14180120528111276,0.12756252537761076,0.0,0.0,0.08067452859569965,0.005735746453296963,0.1316519783401014,0.08355466732624421,0.07814294680435746,-0.0,-0.0,0.0,0.0,0.19581942159981128,0.16241353964125446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012523720567910858,0.01153030156816221,0.11816303723114623,0.020273495309202846,-0.07046739485713845,-0.0,0.014219857969208953,0.008121045376780624,0.08371473949292103,0.1668903017474653,0.04553436969077295,-0.0,-0.0,-0.0,0.0,0.19314780047425842,0.1274144863528713,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.012878597687548432,0.003167156615766626,0.08862007095816515,0.00406992484007137,-0.04719355661574117,-0.0,0.025628822054488628,0.016504417342365952,0.10085957427206224,0.14305526528820184,0.02482541277219457,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=6,-0.00687117324323104,-0.024371638889286756,-0.20848591023598492,-0.20264707565578288,-0.1933489337631834,-0.1455656353952044,-0.13446613278129274,-0.21170621655435576,-0.2658567929137457,-0.20994438019338924,-0.12035991176462196,-0.19154814821736757,-0.3950916398481675,-0.5823819678260617,-0.443259723659139,-0.2993947800246987,-0.18245635108374147,-0.0828147871795665,0.0,7.855597233300033e-05,0.11924056416582203,0.0,-0.0,-0.0,-0.00735881141890596,-0.024707426389421097,-0.20704681277412926,-0.20883395341405173,-0.18882423520603622,-0.13599377620603387,-0.1357028691935568,-0.20998657024547634,-0.2640744775229963,-0.21550626843916215,-0.11207798280728634,-0.15514640555505904,-0.3831559916160937,-0.5684515009772511,-0.47241350910471747,-0.2989438800628127,-0.18025607382637127,-0.12852872151350972,0.0,0.0,0.01185910299180983,0.0,-0.0,-0.0,-0.007144890628241288,-0.021545387368834174,-0.19914309762421387,-0.20729388934185014,-0.16850391107178395,-0.11081150558263529,-0.11815997278712399,-0.20900560923667527,-0.2637265103651934,-0.2149912003098865,-0.11400891911177484,-0.14814825573947105,-0.3890512487970561,-0.4970656295293244,-0.45885690592828166,-0.2601912447168217,-0.1447787792041164,-0.11855351064071272,0.0,0.005586421055801707,0.12687345777639134,0.0,-0.006386426028021667,-0.0,-0.005209393662240507,-0.020311959933796465,-0.21031770523790827,-0.21930932331839242,-0.15646175251104927,-0.12565284682229705,-0.1457032664848876,-0.2477554785778363,-0.3087644850060095,-0.24124746292089608,-0.1304787254829583,-0.16447118763794344,-0.2941511138959893,-0.47203817857718844,-0.3116449347792436,-0.04197538473859404,-0.012696343779483312,-0.033728928288429084,0.0,0.03763278040390543,0.0,0.0,-0.019558258914183606,-0.0,-0.005389887523749957,-0.01844958464556667,-0.20864118127805686,-0.20175441289870202,-0.16324330866032744,-0.1269238277699752,-0.1491613674108421,-0.24710698918566304,-0.31134056635279134,-0.23931867264402895,-0.1225225677148911,-0.16858924982070975,-0.2929438664670489,-0.4417278014245866,-0.2843461804992125,-0.06413106136277529,-0.0,-0.03012405073265119,0.0,0.014489374448428885,0.0,0.0,-0.03419494484947313,-0.011546548398847473
Day-ahead Price [GBP/MWh]_standardized d-1 h=7,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.05510312849926612,-0.1628996546305326,-0.16757601325079227,-0.04132130718314821,-0.08683056539501184,-0.2974101159601191,-0.8920976460424068,-1.0278802360619226,-0.7153020621508415,-0.71413056158338,-0.7600770693391149,-0.5176189831291518,-0.2296417288104753,-0.19876006270524943,-0.35553981423688963,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.04131103423929903,-0.16288274997000587,-0.18115230874461247,-0.044866125389484354,-0.06486830021039332,-0.2823383356392056,-0.9210947790998635,-1.0049393989628097,-0.7032442586652695,-0.7228403144794727,-0.7915999858461811,-0.4504077185754978,-0.26589511165407903,-0.22506238427265535,-0.3844699567666995,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.04331268916090819,-0.16042354466149986,-0.18344562618612362,-0.03977136874294658,-0.12071842617381247,-0.27575822586357407,-0.9039362258062439,-0.9745233308145718,-0.6709394710779697,-0.69482664113024,-0.761375557904166,-0.5689524159991391,-0.31441012773000576,-0.2513672606169477,-0.38609691594291007,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06463544045888409,-0.17810884215253467,-0.20389957168120135,-0.11079347371564978,-0.12856102907334047,-0.43025732406375783,-0.8312923899244294,-0.9064642606919998,-0.7184671636469737,-0.7319562915238464,-0.8260039462741078,-0.4487821942325932,-0.3819997042710901,-0.27677097608904516,-0.39876478549954547,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.07474273084721557,-0.1877389231980012,-0.2018549289007719,-0.10491730065959975,-0.15466386335103682,-0.4983336049451476,-0.8241411022060146,-0.9245703669890113,-0.7454035704349805,-0.7457738760256587,-0.7822400717423542,-0.3822906554438512,-0.35622491482106794,-0.2565054694127636,-0.3923097528138272
Day-ahead Price [GBP/MWh]_standardized d-1 h=8,-0.0,0.006092915442991351,0.03096997746777663,0.04708325601943714,0.012269768830464697,0.106569126059371,0.037599947330937925,0.0,0.0,0.0,0.0,0.0,0.0,0.10943110570389923,0.5138938819650847,1.2355648887204977,1.3840166312996631,1.0097565569810654,0.9485104417103452,0.756677634993868,0.2134613417320654,0.10685854497227996,0.0,0.0,-0.0,0.00832800745947223,0.036801112419197306,0.05424731063656965,0.046025700351072604,0.12242066528154591,0.05061293622305878,0.0,0.0,0.0,0.0,0.0,0.0,0.058570830977466376,0.4841035037471375,1.1873545898744693,1.2655944254739062,0.9769048585235818,0.9402348569494858,0.7912251330979062,0.166346199564896,0.15220494080496086,0.0,0.0,-0.0,0.0,0.02112633022822891,0.045552641785341234,0.013808820536267585,0.010808711052649723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08118354058814084,0.4413306924284928,1.0728652474849116,1.1719201333792018,0.9087171962176552,0.8810694557109293,0.7287152135064049,0.28576627030473073,0.22717791815924032,0.03408570228748996,0.0,-0.0,0.0,0.034607395907907394,0.06602855138016764,0.01254693091758289,0.025945923234564298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03706060599983411,0.5377791103071483,0.9909940999748945,1.088292169660844,0.9525695366304026,0.9144570912615315,0.7894759292004547,0.10261859545902241,0.264058259448263,0.0366622117028043,0.0,-0.0,0.0,0.0327950129651312,0.04668070262294133,0.0,0.03259857427896684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07569730657721792,0.6025471685714431,0.9808198267375916,1.0841772307263966,0.9666989828906569,0.933665310720547,0.7385272229676753,0.0,0.23393175095904692,0.01512486529235738,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=9,-0.0,0.03442587255547167,0.1785564438389094,0.059347026385494876,0.0,0.0,0.1855897091849106,0.45932366387890117,0.6130463570195365,0.6191866585973844,0.6444856330552987,0.65535181844184,0.5355721815546666,0.4135107634291494,0.0,0.0,-0.0,-0.0,0.0,0.2534653194890362,0.6571209308210109,0.2435482842716403,0.13546395279614304,0.2330679623272551,-0.0,0.03805391646937009,0.1860335906563336,0.08231244448507608,0.0,0.0,0.18517593674487565,0.5054113024789298,0.6433346330644326,0.6294407335986512,0.6606186113980915,0.6498591978393253,0.5115323733855438,0.40250553279624973,0.0,0.0,-0.0,-0.0,0.0,0.24709797152115806,0.7174194016872579,0.20951843320419855,0.1465922842459561,0.23423367124162794,-0.0,0.02174213412305052,0.17726053765049896,0.07882854939506977,0.0,0.0,0.20082801222868685,0.49618827154834544,0.6396590904661159,0.6300932950633498,0.6657570844589688,0.6579450046070039,0.5002437618890277,0.3845294539822875,0.0,0.0,-0.0,-0.0,0.0,0.25032578790210963,0.6230824026622652,0.2093653034149627,0.16721129467361717,0.2465304516950386,-0.0,0.021233710095893425,0.16531615767208457,0.06379928615231568,0.0,0.0,0.1984581792138953,0.509062606155282,0.6577702094926474,0.6402707861713234,0.658758862871985,0.6668031756148538,0.5297288926778625,0.42623475802021027,0.0,0.0,-0.0,-0.0,0.0,0.22899225722492075,0.8351985186237574,0.22427332864204075,0.1818755078818142,0.23999715209355552,-0.0,0.024743825163268795,0.1696808027882661,0.08350983099649749,-0.0,0.0,0.21768561091784897,0.5238243710795002,0.6588043273699976,0.6313658874265714,0.6553015404810445,0.6574385137854264,0.5292890211904714,0.3937009069714682,0.0,0.0,-0.0,-0.0,0.0,0.2713559235375157,0.918515665734919,0.23394055986381151,0.1960704412861603,0.24414309616262128
