Datetime,Date,Dummy,Hour,Day-ahead Price [GBP/MWh],Demand Forecast [MWh],Wind Forecast [MW],Solar Forecast [MW],Last Closing Gas Price [GBpence/therm]
2021-12-26 18:00:00+00:00,26/12/2021,7,18,213.445,30959.0,5956.5,0.0,267.82
2021-12-26 19:00:00+00:00,26/12/2021,7,19,202.88,30583.0,5484.5,0.0,267.82
2021-12-26 20:00:00+00:00,26/12/2021,7,20,191.66,29899.5,5033.5,0.0,267.82
2021-12-26 21:00:00+00:00,26/12/2021,7,21,183.93,29145.0,4612.0,0.0,267.82
2021-12-26 22:00:00+00:00,26/12/2021,7,22,181.28,27750.0,4282.5,0.0,267.82
2021-12-26 23:00:00+00:00,26/12/2021,7,23,174.85,26246.0,3978.5,0.0,267.82
2021-12-27 00:00:00+00:00,26/12/2021,7,24,180.445,24679.5,3600.0,0.0,267.82
2021-12-27 01:00:00+00:00,27/12/2021,7,1,177.285,24060.0,3284.5,0.0,267.82
2021-12-27 02:00:00+00:00,27/12/2021,7,2,154.85,23184.5,3030.5,0.0,267.82
2021-12-27 03:00:00+00:00,27/12/2021,7,3,142.8,21983.0,2848.0,0.0,267.82
2021-12-27 04:00:00+00:00,27/12/2021,7,4,155.3,21047.5,2715.0,0.0,267.82
2021-12-27 05:00:00+00:00,27/12/2021,7,5,178.405,20404.5,2549.5,0.0,267.82
2021-12-27 06:00:00+00:00,27/12/2021,7,6,171.19,21038.5,2423.5,0.0,267.82
2021-12-27 07:00:00+00:00,27/12/2021,7,7,165.13,23232.0,2437.5,0.0,267.82
2021-12-27 08:00:00+00:00,27/12/2021,7,8,188.195,25342.0,2603.5,0.019901788,267.82
2021-12-27 09:00:00+00:00,27/12/2021,7,9,207.84,27692.5,2923.0,36.38675661,267.82
2021-12-27 10:00:00+00:00,27/12/2021,7,10,205.14,30732.5,3153.0,90.8623685,267.82
2021-12-27 11:00:00+00:00,27/12/2021,7,11,198.305,32538.0,3202.5,104.3003031,267.82
2021-12-27 12:00:00+00:00,27/12/2021,7,12,195.455,32978.5,3188.5,97.7946451,267.82
2021-12-27 13:00:00+00:00,27/12/2021,7,13,188.53,33379.0,3160.5,113.2976581,267.82
2021-12-27 14:00:00+00:00,27/12/2021,7,14,184.14,33747.5,3195.5,106.240115,267.82
2021-12-27 15:00:00+00:00,27/12/2021,7,15,207.465,33634.5,3530.5,36.425099,267.82
2021-12-27 16:00:00+00:00,27/12/2021,7,16,234.495,33741.5,5144.5,0.345467809,267.82
2021-12-27 17:00:00+00:00,27/12/2021,7,17,219.01,35134.5,5503.0,0.0,267.82
2021-12-27 18:00:00+00:00,27/12/2021,7,18,199.2,35638.0,5564.5,0.0,267.82
2021-12-27 19:00:00+00:00,27/12/2021,7,19,192.99,35036.5,5379.0,0.0,267.82
2021-12-27 20:00:00+00:00,27/12/2021,7,20,181.545,33895.0,5151.5,0.0,267.82
2021-12-27 21:00:00+00:00,27/12/2021,7,21,164.415,32440.0,4910.5,0.0,267.82
2021-12-27 22:00:00+00:00,27/12/2021,7,22,189.97,30241.0,4581.5,0.0,267.82
2021-12-27 23:00:00+00:00,27/12/2021,7,23,218.405,28165.0,4233.5,0.0,267.82
2021-12-28 00:00:00+00:00,27/12/2021,7,24,207.38,25873.5,4089.5,0.0,267.82
2021-12-28 01:00:00+00:00,28/12/2021,7,1,191.575,24750.0,4025.5,0.0,267.82
2021-12-28 02:00:00+00:00,28/12/2021,7,2,158.125,23992.5,3848.5,0.0,267.82
2021-12-28 03:00:00+00:00,28/12/2021,7,3,130.66,22787.5,3729.5,0.0,267.82
2021-12-28 04:00:00+00:00,28/12/2021,7,4,118.315,21558.5,3907.5,0.0,267.82
2021-12-28 05:00:00+00:00,28/12/2021,7,5,117.06,20957.0,4269.5,0.0,267.82
2021-12-28 06:00:00+00:00,28/12/2021,7,6,128.77,21600.0,4667.0,0.0,267.82
2021-12-28 07:00:00+00:00,28/12/2021,7,7,147.22,23218.0,5180.0,0.0,267.82
2021-12-28 08:00:00+00:00,28/12/2021,7,8,167.495,24894.5,5691.0,0.137276467,267.82
2021-12-28 09:00:00+00:00,28/12/2021,7,9,174.905,26775.5,6233.5,62.2108202,267.82
2021-12-28 10:00:00+00:00,28/12/2021,7,10,174.45,28873.5,6825.0,136.9604965,267.82
2021-12-28 11:00:00+00:00,28/12/2021,7,11,177.02,30628.0,7136.5,258.2452342,267.82
2021-12-28 12:00:00+00:00,28/12/2021,7,12,175.125,31411.0,7361.5,211.908878,267.82
2021-12-28 13:00:00+00:00,28/12/2021,7,13,163.55,32442.0,7430.5,167.449178,267.82
2021-12-28 14:00:00+00:00,28/12/2021,7,14,146.305,32288.0,7490.5,114.477145,267.82
2021-12-28 15:00:00+00:00,28/12/2021,7,15,173.69,32037.5,7487.5,29.60303105,267.82
2021-12-28 16:00:00+00:00,28/12/2021,7,16,236.985,33416.0,7622.0,0.153980316,267.82
2021-12-28 17:00:00+00:00,28/12/2021,7,17,248.01,36381.0,7482.0,0.0,267.82
2021-12-28 18:00:00+00:00,28/12/2021,7,18,232.715,38359.5,7276.5,0.0,267.82
2021-12-28 19:00:00+00:00,28/12/2021,7,19,206.05,37258.5,7019.0,0.0,267.82
2021-12-28 20:00:00+00:00,28/12/2021,7,20,178.975,34942.5,6736.5,0.0,267.82
2021-12-28 21:00:00+00:00,28/12/2021,7,21,169.785,32482.5,6423.5,0.0,267.82
2021-12-28 22:00:00+00:00,28/12/2021,7,22,194.96,30193.5,6038.5,0.0,267.82
2021-12-28 23:00:00+00:00,28/12/2021,7,23,231.52,27674.0,5599.0,0.0,267.82
2021-12-29 00:00:00+00:00,28/12/2021,7,24,227.615,24908.5,4277.5,0.0,267.82
2021-12-29 01:00:00+00:00,29/12/2021,3,1,215.415,24715.0,3008.0,0.0,267.82
2021-12-29 02:00:00+00:00,29/12/2021,3,2,195.03,24177.0,2688.0,0.0,267.82
2021-12-29 03:00:00+00:00,29/12/2021,3,3,154.17,22979.5,2531.5,0.0,267.82
2021-12-29 04:00:00+00:00,29/12/2021,3,4,130.295,22055.5,2755.5,0.0,267.82
2021-12-29 05:00:00+00:00,29/12/2021,3,5,149.565,21435.5,3258.0,0.0,267.82
2021-12-29 06:00:00+00:00,29/12/2021,3,6,168.655,21841.5,3993.0,0.0,267.82
2021-12-29 07:00:00+00:00,29/12/2021,3,7,177.015,23726.5,4994.5,0.0,267.82
2021-12-29 08:00:00+00:00,29/12/2021,3,8,187.71,25464.0,6214.5,0.000210495,267.82
2021-12-29 09:00:00+00:00,29/12/2021,3,9,191.02,27380.0,7661.0,11.67272882,267.82
2021-12-29 10:00:00+00:00,29/12/2021,3,10,195.325,30077.5,9190.5,49.741102,267.82
2021-12-29 11:00:00+00:00,29/12/2021,3,11,202.29,31628.5,10253.0,121.2470594,267.82
2021-12-29 12:00:00+00:00,29/12/2021,3,12,190.165,31953.0,10972.0,192.074679,267.82
2021-12-29 13:00:00+00:00,29/12/2021,3,13,167.86,32237.0,11407.0,178.920014,267.82
2021-12-29 14:00:00+00:00,29/12/2021,3,14,159.06,31205.0,11670.5,191.4619305,267.82
2021-12-29 15:00:00+00:00,29/12/2021,3,15,176.45,31316.0,11939.0,114.4473476,267.82
2021-12-29 16:00:00+00:00,29/12/2021,3,16,213.235,31999.0,12389.0,2.16340961,267.82
2021-12-29 17:00:00+00:00,29/12/2021,3,17,217.06,34814.0,12412.5,0.0,267.82
2021-12-29 18:00:00+00:00,29/12/2021,3,18,214.65,35884.5,12288.0,0.0,267.82
2021-12-29 19:00:00+00:00,29/12/2021,3,19,194.005,34400.0,12211.0,0.0,267.82
2021-12-29 20:00:00+00:00,29/12/2021,3,20,149.805,32434.5,12093.0,0.0,267.82
2021-12-29 21:00:00+00:00,29/12/2021,3,21,125.475,30237.5,11936.0,0.0,267.82
2021-12-29 22:00:00+00:00,29/12/2021,3,22,87.285,27520.5,11876.5,0.0,267.82
2021-12-29 23:00:00+00:00,29/12/2021,3,23,53.93,25053.0,11818.0,0.0,267.82
2021-12-30 00:00:00+00:00,29/12/2021,3,24,41.455,22503.5,11324.5,0.0,267.82
2021-12-30 01:00:00+00:00,30/12/2021,4,1,27.635,22235.0,10728.0,0.0,233.18
2021-12-30 02:00:00+00:00,30/12/2021,4,2,14.96,21645.0,10722.0,0.0,233.18
2021-12-30 03:00:00+00:00,30/12/2021,4,3,12.52,20436.5,10892.5,0.0,233.18
2021-12-30 04:00:00+00:00,30/12/2021,4,4,26.475,19498.0,11117.0,0.0,233.18
2021-12-30 05:00:00+00:00,30/12/2021,4,5,56.07,18975.0,11326.0,0.0,233.18
2021-12-30 06:00:00+00:00,30/12/2021,4,6,88.37,19654.5,11515.5,0.0,233.18
2021-12-30 07:00:00+00:00,30/12/2021,4,7,119.815,22151.5,11666.0,0.0,233.18
2021-12-30 08:00:00+00:00,30/12/2021,4,8,147.745,25083.0,11787.5,0.130742753,233.18
2021-12-30 09:00:00+00:00,30/12/2021,4,9,153.105,27856.5,11832.5,52.1503228,233.18
2021-12-30 10:00:00+00:00,30/12/2021,4,10,145.615,30210.0,11800.0,280.5101682,233.18
2021-12-30 11:00:00+00:00,30/12/2021,4,11,157.43,31397.5,11680.0,483.1539006,233.18
2021-12-30 12:00:00+00:00,30/12/2021,4,12,170.145,31815.0,11474.5,292.4529428,233.18
2021-12-30 13:00:00+00:00,30/12/2021,4,13,179.025,32127.5,11153.0,236.0115179,233.18
2021-12-30 14:00:00+00:00,30/12/2021,4,14,155.875,32252.0,10782.0,129.2888498,233.18
2021-12-30 15:00:00+00:00,30/12/2021,4,15,150.96,32163.0,10501.0,31.09277485,233.18
2021-12-30 16:00:00+00:00,30/12/2021,4,16,203.97,32370.0,10581.0,0.869141755,233.18
2021-12-30 17:00:00+00:00,30/12/2021,4,17,213.22,34780.5,10397.0,0.0,233.18
2021-12-30 18:00:00+00:00,30/12/2021,4,18,197.855,35931.0,10167.5,0.0,233.18
2021-12-30 19:00:00+00:00,30/12/2021,4,19,195.92,34938.5,10038.0,0.0,233.18
2021-12-30 20:00:00+00:00,30/12/2021,4,20,173.74,33164.0,9891.5,0.0,233.18
2021-12-30 21:00:00+00:00,30/12/2021,4,21,141.535,30593.5,9731.0,0.0,233.18
2021-12-30 22:00:00+00:00,30/12/2021,4,22,120.39,28215.5,9672.5,0.0,233.18
2021-12-30 23:00:00+00:00,30/12/2021,4,23,98.415,25848.5,9602.5,0.0,233.18
2021-12-31 00:00:00+00:00,30/12/2021,4,24,70.305,23255.5,9439.0,0.0,233.18
2021-12-31 01:00:00+00:00,31/12/2021,5,1,33.72,22080.0,9503.0,0.0,210.34
2021-12-31 02:00:00+00:00,31/12/2021,5,2,3.61,21304.5,9630.0,0.0,210.34
2021-12-31 03:00:00+00:00,31/12/2021,5,3,-3.84,20062.0,9808.0,0.0,210.34
2021-12-31 04:00:00+00:00,31/12/2021,5,4,1.645,19036.0,9973.5,0.0,210.34
2021-12-31 05:00:00+00:00,31/12/2021,5,5,35.98,18295.0,10131.0,0.0,210.34
2021-12-31 06:00:00+00:00,31/12/2021,5,6,79.61,18907.0,10255.5,0.0,210.34
2021-12-31 07:00:00+00:00,31/12/2021,5,7,103.54,21314.0,10319.5,0.0,210.34
2021-12-31 08:00:00+00:00,31/12/2021,5,8,129.91,24163.0,10316.0,0.015655726,210.34
2021-12-31 09:00:00+00:00,31/12/2021,5,9,156.19,26721.5,10301.0,51.61404468,210.34
2021-12-31 10:00:00+00:00,31/12/2021,5,10,161.04,28721.0,10276.5,276.6679527,210.34
2021-12-31 11:00:00+00:00,31/12/2021,5,11,162.5,29281.5,10250.5,635.347789,210.34
2021-12-31 12:00:00+00:00,31/12/2021,5,12,162.415,29305.0,10196.0,696.876728,210.34
2021-12-31 13:00:00+00:00,31/12/2021,5,13,160.685,29758.0,9944.0,815.108822,210.34
2021-12-31 14:00:00+00:00,31/12/2021,5,14,147.94,28992.5,9597.0,560.3170785,210.34
2021-12-31 15:00:00+00:00,31/12/2021,5,15,153.58,29773.5,9208.0,182.1317902,210.34
2021-12-31 16:00:00+00:00,31/12/2021,5,16,199.355,31061.0,8888.5,4.298219294,210.34
2021-12-31 17:00:00+00:00,31/12/2021,5,17,210.035,34168.5,8494.0,0.0,210.34
2021-12-31 18:00:00+00:00,31/12/2021,5,18,188.71,35719.0,8008.5,0.0,210.34
2021-12-31 19:00:00+00:00,31/12/2021,5,19,166.79,34321.0,7618.0,0.0,210.34
2021-12-31 20:00:00+00:00,31/12/2021,5,20,160.54,31711.0,7184.0,0.0,210.34
2021-12-31 21:00:00+00:00,31/12/2021,5,21,157.2,29048.0,6770.0,0.0,210.34
2021-12-31 22:00:00+00:00,31/12/2021,5,22,126.38,26452.5,6782.0,0.0,210.34
2021-12-31 23:00:00+00:00,31/12/2021,5,23,119.39,24660.0,6860.0,0.0,210.34
2022-01-01 00:00:00+00:00,31/12/2021,5,24,110.17,23548.0,7415.0,0.0,210.34
2022-01-01 01:00:00+00:00,01/01/2022,7,1,56.18,21765.0,8387.0,0.0,170.64
2022-01-01 02:00:00+00:00,01/01/2022,7,2,15.59,20965.5,8987.5,0.0,170.64
2022-01-01 03:00:00+00:00,01/01/2022,7,3,0.48,19181.5,9618.0,0.0,170.64
2022-01-01 04:00:00+00:00,01/01/2022,7,4,-12.18,17601.0,10411.0,0.0,170.64
2022-01-01 05:00:00+00:00,01/01/2022,7,5,-18.01,16707.0,11170.0,0.0,170.64
2022-01-01 06:00:00+00:00,01/01/2022,7,6,-24.68,16639.5,11854.5,0.0,170.64
2022-01-01 07:00:00+00:00,01/01/2022,7,7,-26.545,17501.5,12466.5,0.0,170.64
2022-01-01 08:00:00+00:00,01/01/2022,7,8,-4.205,18356.5,12934.5,0.097506373,170.64
2022-01-01 09:00:00+00:00,01/01/2022,7,9,23.17,19282.5,13226.5,115.6315224,170.64
2022-01-01 10:00:00+00:00,01/01/2022,7,10,48.09,21178.0,13303.5,532.2166,170.64
2022-01-01 11:00:00+00:00,01/01/2022,7,11,77.35,22995.5,13258.5,875.863418,170.64
2022-01-01 12:00:00+00:00,01/01/2022,7,12,96.97,23940.0,13165.0,958.090907,170.64
2022-01-01 13:00:00+00:00,01/01/2022,7,13,105.515,24669.5,12993.5,490.47339,170.64
2022-01-01 14:00:00+00:00,01/01/2022,7,14,110.6,24803.0,12763.0,207.513967,170.64
2022-01-01 15:00:00+00:00,01/01/2022,7,15,133.145,25204.5,12573.0,110.3849735,170.64
2022-01-01 16:00:00+00:00,01/01/2022,7,16,177.88,26329.5,12736.0,3.05880199,170.64
2022-01-01 17:00:00+00:00,01/01/2022,7,17,179.49,29102.0,12680.5,0.0,170.64
2022-01-01 18:00:00+00:00,01/01/2022,7,18,143.77,30570.0,12571.0,0.0,170.64
2022-01-01 19:00:00+00:00,01/01/2022,7,19,127.76,29774.5,12457.0,0.0,170.64
2022-01-01 20:00:00+00:00,01/01/2022,7,20,110.305,28440.5,12328.0,0.0,170.64
2022-01-01 21:00:00+00:00,01/01/2022,7,21,84.36,26799.5,12177.0,0.0,170.64
2022-01-01 22:00:00+00:00,01/01/2022,7,22,68.535,24999.5,12001.5,0.0,170.64
2022-01-01 23:00:00+00:00,01/01/2022,7,23,56.055,22901.0,11803.5,0.0,170.64
2022-01-02 00:00:00+00:00,01/01/2022,7,24,40.405,20883.5,11352.0,0.0,170.64
2022-01-02 01:00:00+00:00,02/01/2022,7,1,21.655,21205.0,10953.0,0.0,170.64
2022-01-02 02:00:00+00:00,02/01/2022,7,2,7.24,20386.0,10891.5,0.0,170.64
2022-01-02 03:00:00+00:00,02/01/2022,7,3,3.51,19106.5,10906.5,0.0,170.64
2022-01-02 04:00:00+00:00,02/01/2022,7,4,3.2,17945.0,11105.5,0.0,170.64
2022-01-02 05:00:00+00:00,02/01/2022,7,5,2.655,16909.0,11272.0,0.0,170.64
2022-01-02 06:00:00+00:00,02/01/2022,7,6,3.03,16697.0,11369.5,0.0,170.64
2022-01-02 07:00:00+00:00,02/01/2022,7,7,17.7,17374.5,11584.0,0.0,170.64
2022-01-02 08:00:00+00:00,02/01/2022,7,8,45.325,18265.0,11827.0,1.24835442,170.64
2022-01-02 09:00:00+00:00,02/01/2022,7,9,70.7,19610.5,12049.5,182.3157412,170.64
2022-01-02 10:00:00+00:00,02/01/2022,7,10,75.43,21741.5,12193.0,624.5751843,170.64
2022-01-02 11:00:00+00:00,02/01/2022,7,11,71.39,23387.5,12267.5,844.998085,170.64
2022-01-02 12:00:00+00:00,02/01/2022,7,12,75.665,24712.0,12315.0,741.8947711,170.64
2022-01-02 13:00:00+00:00,02/01/2022,7,13,81.355,25926.5,12299.5,738.313421,170.64
2022-01-02 14:00:00+00:00,02/01/2022,7,14,72.03,26647.0,12344.0,307.7742015,170.64
2022-01-02 15:00:00+00:00,02/01/2022,7,15,91.735,27500.0,12389.5,34.82284148,170.64
2022-01-02 16:00:00+00:00,02/01/2022,7,16,137.64,29105.5,12669.0,1.444671653,170.64
2022-01-02 17:00:00+00:00,02/01/2022,7,17,136.725,32150.0,12718.0,0.0,170.64
2022-01-02 18:00:00+00:00,02/01/2022,7,18,109.16,33643.0,12769.5,0.0,170.64
2022-01-02 19:00:00+00:00,02/01/2022,7,19,81.63,32360.5,12847.0,0.0,170.64
2022-01-02 20:00:00+00:00,02/01/2022,7,20,77.38,29985.5,12912.0,0.0,170.64
2022-01-02 21:00:00+00:00,02/01/2022,7,21,50.715,27965.5,12960.5,0.0,170.64
2022-01-02 22:00:00+00:00,02/01/2022,7,22,3.72,25586.0,12996.0,0.0,170.64
2022-01-02 23:00:00+00:00,02/01/2022,7,23,-7.825,23132.0,13018.0,0.0,170.64
2022-01-03 00:00:00+00:00,02/01/2022,7,24,-10.505,20731.0,13114.5,0.0,170.64
2022-01-03 01:00:00+00:00,03/01/2022,7,1,-15.71,19275.0,13154.0,0.0,170.64
2022-01-03 02:00:00+00:00,03/01/2022,7,2,-21.915,19047.0,13080.0,0.0,170.64
2022-01-03 03:00:00+00:00,03/01/2022,7,3,-20.615,18148.0,12987.0,0.0,170.64
2022-01-03 04:00:00+00:00,03/01/2022,7,4,0.315,17340.0,12818.5,0.0,170.64
2022-01-03 05:00:00+00:00,03/01/2022,7,5,40.485,16765.0,12591.0,0.0,170.64
2022-01-03 06:00:00+00:00,03/01/2022,7,6,49.64,17274.5,12366.0,0.0,170.64
2022-01-03 07:00:00+00:00,03/01/2022,7,7,61.065,19044.5,12105.5,0.0,170.64
2022-01-03 08:00:00+00:00,03/01/2022,7,8,81.87,20631.0,11807.0,0.776261354,170.64
2022-01-03 09:00:00+00:00,03/01/2022,7,9,78.45,22722.5,11495.5,164.1873227,170.64
2022-01-03 10:00:00+00:00,03/01/2022,7,10,82.53,25521.0,11362.0,554.2468305,170.64
2022-01-03 11:00:00+00:00,03/01/2022,7,11,91.545,27465.5,11162.5,758.183586,170.64
2022-01-03 12:00:00+00:00,03/01/2022,7,12,101.915,28597.0,10931.0,704.535773,170.64
2022-01-03 13:00:00+00:00,03/01/2022,7,13,107.31,29849.0,10727.5,506.192783,170.64
2022-01-03 14:00:00+00:00,03/01/2022,7,14,110.485,29925.5,10483.5,262.4084708,170.64
2022-01-03 15:00:00+00:00,03/01/2022,7,15,122.49,30541.5,10228.5,71.7245226,170.64
2022-01-03 16:00:00+00:00,03/01/2022,7,16,149.745,32201.0,10146.5,2.610021389,170.64
2022-01-03 17:00:00+00:00,03/01/2022,7,17,156.38,35848.5,9876.0,0.0,170.64
2022-01-03 18:00:00+00:00,03/01/2022,7,18,143.95,38535.0,9522.5,0.0,170.64
2022-01-03 19:00:00+00:00,03/01/2022,7,19,130.79,37550.0,9227.5,0.0,170.64
2022-01-03 20:00:00+00:00,03/01/2022,7,20,119.39,35764.0,8899.5,0.0,170.64
2022-01-03 21:00:00+00:00,03/01/2022,7,21,106.13,33500.5,8523.5,0.0,170.64
2022-01-03 22:00:00+00:00,03/01/2022,7,22,107.525,30334.0,8108.0,0.0,170.64
2022-01-03 23:00:00+00:00,03/01/2022,7,23,136.075,26894.5,7627.0,0.0,170.64
2022-01-04 00:00:00+00:00,03/01/2022,7,24,142.405,23506.5,7354.0,0.0,170.64
2022-01-04 01:00:00+00:00,04/01/2022,2,1,117.17,22545.0,7334.5,0.0,170.64
2022-01-04 02:00:00+00:00,04/01/2022,2,2,92.22,22129.5,7194.0,0.0,170.64
2022-01-04 03:00:00+00:00,04/01/2022,2,3,88.89,20881.5,7392.5,0.0,170.64
2022-01-04 04:00:00+00:00,04/01/2022,2,4,110.125,19915.5,7887.5,0.0,170.64
2022-01-04 05:00:00+00:00,04/01/2022,2,5,144.245,19561.0,8467.0,0.0,170.64
2022-01-04 06:00:00+00:00,04/01/2022,2,6,163.42,21030.0,8960.5,0.0,170.64
2022-01-04 07:00:00+00:00,04/01/2022,2,7,168.08,25035.0,9522.0,0.0,170.64
2022-01-04 08:00:00+00:00,04/01/2022,2,8,169.2,29462.5,10181.5,0.025454551,170.64
2022-01-04 09:00:00+00:00,04/01/2022,2,9,164.215,32949.0,10812.0,28.35006968,170.64
2022-01-04 10:00:00+00:00,04/01/2022,2,10,155.63,35071.0,11443.0,122.8173712,170.64
2022-01-04 11:00:00+00:00,04/01/2022,2,11,147.92,35256.5,11845.5,239.9558998,170.64
2022-01-04 12:00:00+00:00,04/01/2022,2,12,143.84,35219.0,12255.0,353.5682467,170.64
2022-01-04 13:00:00+00:00,04/01/2022,2,13,143.725,35147.0,12467.5,365.521671,170.64
2022-01-04 14:00:00+00:00,04/01/2022,2,14,143.45,34549.5,12630.5,414.955741,170.64
2022-01-04 15:00:00+00:00,04/01/2022,2,15,150.745,35238.0,12801.0,194.8655126,170.64
2022-01-04 16:00:00+00:00,04/01/2022,2,16,163.58,36626.0,12955.5,4.094334975,170.64
2022-01-04 17:00:00+00:00,04/01/2022,2,17,164.57,39653.5,13112.5,0.0,170.64
2022-01-04 18:00:00+00:00,04/01/2022,2,18,153.145,41282.0,13238.0,0.0,170.64
2022-01-04 19:00:00+00:00,04/01/2022,2,19,134.515,39896.5,13345.0,0.0,170.64
2022-01-04 20:00:00+00:00,04/01/2022,2,20,123.85,37914.5,13411.0,0.0,170.64
2022-01-04 21:00:00+00:00,04/01/2022,2,21,107.545,35142.0,13449.5,0.0,170.64
2022-01-04 22:00:00+00:00,04/01/2022,2,22,105.845,31414.5,13448.0,0.0,170.64
2022-01-04 23:00:00+00:00,04/01/2022,2,23,112.005,27639.5,13431.0,0.0,170.64
2022-01-05 00:00:00+00:00,04/01/2022,2,24,97.94,24521.0,13333.0,0.0,170.64
2022-01-05 01:00:00+00:00,05/01/2022,3,1,86.355,24605.0,13192.5,0.0,216.57
2022-01-05 02:00:00+00:00,05/01/2022,3,2,80.155,24205.0,13089.5,0.0,216.57
2022-01-05 03:00:00+00:00,05/01/2022,3,3,83.59,23514.5,12988.0,0.0,216.57
2022-01-05 04:00:00+00:00,05/01/2022,3,4,108.825,22723.0,12854.0,0.0,216.57
2022-01-05 05:00:00+00:00,05/01/2022,3,5,153.155,22329.0,12690.0,0.0,216.57
2022-01-05 06:00:00+00:00,05/01/2022,3,6,176.185,23563.5,12479.0,0.0,216.57
2022-01-05 07:00:00+00:00,05/01/2022,3,7,177.035,28669.5,12151.5,0.0,216.57
2022-01-05 08:00:00+00:00,05/01/2022,3,8,177.475,34977.0,11756.5,1.21646109,216.57
2022-01-05 09:00:00+00:00,05/01/2022,3,9,174.19,37111.0,11316.0,208.1353807,216.57
2022-01-05 10:00:00+00:00,05/01/2022,3,10,171.565,37219.5,10874.0,936.47355,216.57
2022-01-05 11:00:00+00:00,05/01/2022,3,11,172.475,36645.5,10377.5,1460.38295,216.57
2022-01-05 12:00:00+00:00,05/01/2022,3,12,178.025,36047.5,9834.5,1412.633687,216.57
2022-01-05 13:00:00+00:00,05/01/2022,3,13,182.99,36041.0,9270.5,1327.837825,216.57
2022-01-05 14:00:00+00:00,05/01/2022,3,14,180.655,36571.0,8589.5,757.410988,216.57
2022-01-05 15:00:00+00:00,05/01/2022,3,15,196.865,38080.0,8024.5,355.065305,216.57
2022-01-05 16:00:00+00:00,05/01/2022,3,16,242.315,40585.5,7917.0,21.5635527,216.57
2022-01-05 17:00:00+00:00,05/01/2022,3,17,264.79,43572.5,7273.0,0.0,216.57
2022-01-05 18:00:00+00:00,05/01/2022,3,18,257.95,44766.5,6600.5,0.0,216.57
2022-01-05 19:00:00+00:00,05/01/2022,3,19,227.42,45199.0,5956.5,0.0,216.57
2022-01-05 20:00:00+00:00,05/01/2022,3,20,191.385,44792.5,5446.0,0.0,216.57
2022-01-05 21:00:00+00:00,05/01/2022,3,21,183.855,41346.5,5025.5,0.0,216.57
2022-01-05 22:00:00+00:00,05/01/2022,3,22,185.09,37249.0,4630.0,0.0,216.57
2022-01-05 23:00:00+00:00,05/01/2022,3,23,193.35,32898.0,4195.0,0.0,216.57
2022-01-06 00:00:00+00:00,05/01/2022,3,24,202.45,29258.5,3425.5,0.0,216.57
2022-01-06 01:00:00+00:00,06/01/2022,4,1,194.58,28820.0,2640.5,0.0,223.45
2022-01-06 02:00:00+00:00,06/01/2022,4,2,175.615,28210.0,2402.0,0.0,223.45
2022-01-06 03:00:00+00:00,06/01/2022,4,3,159.705,27352.5,2556.0,0.0,223.45
2022-01-06 04:00:00+00:00,06/01/2022,4,4,163.74,26649.5,3093.5,0.0,223.45
2022-01-06 05:00:00+00:00,06/01/2022,4,5,186.32,26245.0,3920.0,0.0,223.45
2022-01-06 06:00:00+00:00,06/01/2022,4,6,212.145,27255.0,4851.0,0.0,223.45
2022-01-06 07:00:00+00:00,06/01/2022,4,7,230.795,31223.5,5837.5,0.0,223.45
2022-01-06 08:00:00+00:00,06/01/2022,4,8,234.435,35796.0,6750.0,1.615435542,223.45
2022-01-06 09:00:00+00:00,06/01/2022,4,9,216.745,39677.5,7563.0,219.0752949,223.45
2022-01-06 10:00:00+00:00,06/01/2022,4,10,199.6,41505.0,8327.5,972.109443,223.45
2022-01-06 11:00:00+00:00,06/01/2022,4,11,197.53,41587.5,9108.0,1242.272602,223.45
2022-01-06 12:00:00+00:00,06/01/2022,4,12,195.8,41538.5,9920.5,650.405326,223.45
2022-01-06 13:00:00+00:00,06/01/2022,4,13,198.21,41751.5,10653.5,284.521341,223.45
2022-01-06 14:00:00+00:00,06/01/2022,4,14,200.265,41123.5,11301.5,156.2249128,223.45
2022-01-06 15:00:00+00:00,06/01/2022,4,15,207.68,41020.5,11845.5,36.79456705,223.45
2022-01-06 16:00:00+00:00,06/01/2022,4,16,217.31,41990.5,12505.0,3.59204338,223.45
2022-01-06 17:00:00+00:00,06/01/2022,4,17,215.61,43792.0,12701.5,0.0,223.45
2022-01-06 18:00:00+00:00,06/01/2022,4,18,208.895,44284.5,12556.0,0.0,223.45
2022-01-06 19:00:00+00:00,06/01/2022,4,19,200.065,43735.0,12371.0,0.0,223.45
2022-01-06 20:00:00+00:00,06/01/2022,4,20,190.375,41793.0,12108.5,0.0,223.45
2022-01-06 21:00:00+00:00,06/01/2022,4,21,177.38,39269.5,11794.5,0.0,223.45
2022-01-06 22:00:00+00:00,06/01/2022,4,22,172.14,35121.0,11641.0,0.0,223.45
2022-01-06 23:00:00+00:00,06/01/2022,4,23,169.265,30761.0,11485.5,0.0,223.45
2022-01-07 00:00:00+00:00,06/01/2022,4,24,161.94,27031.5,11500.0,0.0,223.45
2022-01-07 01:00:00+00:00,07/01/2022,5,1,150.225,25895.0,11504.5,0.0,235.2
2022-01-07 02:00:00+00:00,07/01/2022,5,2,136.495,25647.0,11338.0,0.0,235.2
2022-01-07 03:00:00+00:00,07/01/2022,5,3,142.71,24982.5,11217.0,0.0,235.2
