Feature,H1 - Coefficient - 1,H2 - Coefficient - 1,H3 - Coefficient - 1,H4 - Coefficient - 1,H5 - Coefficient - 1,H6 - Coefficient - 1,H7 - Coefficient - 1,H8 - Coefficient - 1,H9 - Coefficient - 1,H10 - Coefficient - 1,H11 - Coefficient - 1,H12 - Coefficient - 1,H13 - Coefficient - 1,H14 - Coefficient - 1,H15 - Coefficient - 1,H16 - Coefficient - 1,H17 - Coefficient - 1,H18 - Coefficient - 1,H19 - Coefficient - 1,H20 - Coefficient - 1,H21 - Coefficient - 1,H22 - Coefficient - 1,H23 - Coefficient - 1,H24 - Coefficient - 1,H1 - Coefficient - 2,H2 - Coefficient - 2,H3 - Coefficient - 2,H4 - Coefficient - 2,H5 - Coefficient - 2,H6 - Coefficient - 2,H7 - Coefficient - 2,H8 - Coefficient - 2,H9 - Coefficient - 2,H10 - Coefficient - 2,H11 - Coefficient - 2,H12 - Coefficient - 2,H13 - Coefficient - 2,H14 - Coefficient - 2,H15 - Coefficient - 2,H16 - Coefficient - 2,H17 - Coefficient - 2,H18 - Coefficient - 2,H19 - Coefficient - 2,H20 - Coefficient - 2,H21 - Coefficient - 2,H22 - Coefficient - 2,H23 - Coefficient - 2,H24 - Coefficient - 2,H1 - Coefficient - 3,H2 - Coefficient - 3,H3 - Coefficient - 3,H4 - Coefficient - 3,H5 - Coefficient - 3,H6 - Coefficient - 3,H7 - Coefficient - 3,H8 - Coefficient - 3,H9 - Coefficient - 3,H10 - Coefficient - 3,H11 - Coefficient - 3,H12 - Coefficient - 3,H13 - Coefficient - 3,H14 - Coefficient - 3,H15 - Coefficient - 3,H16 - Coefficient - 3,H17 - Coefficient - 3,H18 - Coefficient - 3,H19 - Coefficient - 3,H20 - Coefficient - 3,H21 - Coefficient - 3,H22 - Coefficient - 3,H23 - Coefficient - 3,H24 - Coefficient - 3,H1 - Coefficient - 4,H2 - Coefficient - 4,H3 - Coefficient - 4,H4 - Coefficient - 4,H5 - Coefficient - 4,H6 - Coefficient - 4,H7 - Coefficient - 4,H8 - Coefficient - 4,H9 - Coefficient - 4,H10 - Coefficient - 4,H11 - Coefficient - 4,H12 - Coefficient - 4,H13 - Coefficient - 4,H14 - Coefficient - 4,H15 - Coefficient - 4,H16 - Coefficient - 4,H17 - Coefficient - 4,H18 - Coefficient - 4,H19 - Coefficient - 4,H20 - Coefficient - 4,H21 - Coefficient - 4,H22 - Coefficient - 4,H23 - Coefficient - 4,H24 - Coefficient - 4,H1 - Coefficient - 5,H2 - Coefficient - 5,H3 - Coefficient - 5,H4 - Coefficient - 5,H5 - Coefficient - 5,H6 - Coefficient - 5,H7 - Coefficient - 5,H8 - Coefficient - 5,H9 - Coefficient - 5,H10 - Coefficient - 5,H11 - Coefficient - 5,H12 - Coefficient - 5,H13 - Coefficient - 5,H14 - Coefficient - 5,H15 - Coefficient - 5,H16 - Coefficient - 5,H17 - Coefficient - 5,H18 - Coefficient - 5,H19 - Coefficient - 5,H20 - Coefficient - 5,H21 - Coefficient - 5,H22 - Coefficient - 5,H23 - Coefficient - 5,H24 - Coefficient - 5,H1 - Coefficient - 6,H2 - Coefficient - 6,H3 - Coefficient - 6,H4 - Coefficient - 6,H5 - Coefficient - 6,H6 - Coefficient - 6,H7 - Coefficient - 6,H8 - Coefficient - 6,H9 - Coefficient - 6,H10 - Coefficient - 6,H11 - Coefficient - 6,H12 - Coefficient - 6,H13 - Coefficient - 6,H14 - Coefficient - 6,H15 - Coefficient - 6,H16 - Coefficient - 6,H17 - Coefficient - 6,H18 - Coefficient - 6,H19 - Coefficient - 6,H20 - Coefficient - 6,H21 - Coefficient - 6,H22 - Coefficient - 6,H23 - Coefficient - 6,H24 - Coefficient - 6,H1 - Coefficient - 7,H2 - Coefficient - 7,H3 - Coefficient - 7,H4 - Coefficient - 7,H5 - Coefficient - 7,H6 - Coefficient - 7,H7 - Coefficient - 7,H8 - Coefficient - 7,H9 - Coefficient - 7,H10 - Coefficient - 7,H11 - Coefficient - 7,H12 - Coefficient - 7,H13 - Coefficient - 7,H14 - Coefficient - 7,H15 - Coefficient - 7,H16 - Coefficient - 7,H17 - Coefficient - 7,H18 - Coefficient - 7,H19 - Coefficient - 7,H20 - Coefficient - 7,H21 - Coefficient - 7,H22 - Coefficient - 7,H23 - Coefficient - 7,H24 - Coefficient - 7,H1 - Coefficient - 8,H2 - Coefficient - 8,H3 - Coefficient - 8,H4 - Coefficient - 8,H5 - Coefficient - 8,H6 - Coefficient - 8,H7 - Coefficient - 8,H8 - Coefficient - 8,H9 - Coefficient - 8,H10 - Coefficient - 8,H11 - Coefficient - 8,H12 - Coefficient - 8,H13 - Coefficient - 8,H14 - Coefficient - 8,H15 - Coefficient - 8,H16 - Coefficient - 8,H17 - Coefficient - 8,H18 - Coefficient - 8,H19 - Coefficient - 8,H20 - Coefficient - 8,H21 - Coefficient - 8,H22 - Coefficient - 8,H23 - Coefficient - 8,H24 - Coefficient - 8,H1 - Coefficient - 9,H2 - Coefficient - 9,H3 - Coefficient - 9,H4 - Coefficient - 9,H5 - Coefficient - 9,H6 - Coefficient - 9,H7 - Coefficient - 9,H8 - Coefficient - 9,H9 - Coefficient - 9,H10 - Coefficient - 9,H11 - Coefficient - 9,H12 - Coefficient - 9,H13 - Coefficient - 9,H14 - Coefficient - 9,H15 - Coefficient - 9,H16 - Coefficient - 9,H17 - Coefficient - 9,H18 - Coefficient - 9,H19 - Coefficient - 9,H20 - Coefficient - 9,H21 - Coefficient - 9,H22 - Coefficient - 9,H23 - Coefficient - 9,H24 - Coefficient - 9,H1 - Coefficient - 10,H2 - Coefficient - 10,H3 - Coefficient - 10,H4 - Coefficient - 10,H5 - Coefficient - 10,H6 - Coefficient - 10,H7 - Coefficient - 10,H8 - Coefficient - 10,H9 - Coefficient - 10,H10 - Coefficient - 10,H11 - Coefficient - 10,H12 - Coefficient - 10,H13 - Coefficient - 10,H14 - Coefficient - 10,H15 - Coefficient - 10,H16 - Coefficient - 10,H17 - Coefficient - 10,H18 - Coefficient - 10,H19 - Coefficient - 10,H20 - Coefficient - 10,H21 - Coefficient - 10,H22 - Coefficient - 10,H23 - Coefficient - 10,H24 - Coefficient - 10,H1 - Coefficient - 11,H2 - Coefficient - 11,H3 - Coefficient - 11,H4 - Coefficient - 11,H5 - Coefficient - 11,H6 - Coefficient - 11,H7 - Coefficient - 11,H8 - Coefficient - 11,H9 - Coefficient - 11,H10 - Coefficient - 11,H11 - Coefficient - 11,H12 - Coefficient - 11,H13 - Coefficient - 11,H14 - Coefficient - 11,H15 - Coefficient - 11,H16 - Coefficient - 11,H17 - Coefficient - 11,H18 - Coefficient - 11,H19 - Coefficient - 11,H20 - Coefficient - 11,H21 - Coefficient - 11,H22 - Coefficient - 11,H23 - Coefficient - 11,H24 - Coefficient - 11,H1 - Coefficient - 12,H2 - Coefficient - 12,H3 - Coefficient - 12,H4 - Coefficient - 12,H5 - Coefficient - 12,H6 - Coefficient - 12,H7 - Coefficient - 12,H8 - Coefficient - 12,H9 - Coefficient - 12,H10 - Coefficient - 12,H11 - Coefficient - 12,H12 - Coefficient - 12,H13 - Coefficient - 12,H14 - Coefficient - 12,H15 - Coefficient - 12,H16 - Coefficient - 12,H17 - Coefficient - 12,H18 - Coefficient - 12,H19 - Coefficient - 12,H20 - Coefficient - 12,H21 - Coefficient - 12,H22 - Coefficient - 12,H23 - Coefficient - 12,H24 - Coefficient - 12,H1 - Coefficient - 13,H2 - Coefficient - 13,H3 - Coefficient - 13,H4 - Coefficient - 13,H5 - Coefficient - 13,H6 - Coefficient - 13,H7 - Coefficient - 13,H8 - Coefficient - 13,H9 - Coefficient - 13,H10 - Coefficient - 13,H11 - Coefficient - 13,H12 - Coefficient - 13,H13 - Coefficient - 13,H14 - Coefficient - 13,H15 - Coefficient - 13,H16 - Coefficient - 13,H17 - Coefficient - 13,H18 - Coefficient - 13,H19 - Coefficient - 13,H20 - Coefficient - 13,H21 - Coefficient - 13,H22 - Coefficient - 13,H23 - Coefficient - 13,H24 - Coefficient - 13,H1 - Coefficient - 14,H2 - Coefficient - 14,H3 - Coefficient - 14,H4 - Coefficient - 14,H5 - Coefficient - 14,H6 - Coefficient - 14,H7 - Coefficient - 14,H8 - Coefficient - 14,H9 - Coefficient - 14,H10 - Coefficient - 14,H11 - Coefficient - 14,H12 - Coefficient - 14,H13 - Coefficient - 14,H14 - Coefficient - 14,H15 - Coefficient - 14,H16 - Coefficient - 14,H17 - Coefficient - 14,H18 - Coefficient - 14,H19 - Coefficient - 14,H20 - Coefficient - 14,H21 - Coefficient - 14,H22 - Coefficient - 14,H23 - Coefficient - 14,H24 - Coefficient - 14,H1 - Coefficient - 15,H2 - Coefficient - 15,H3 - Coefficient - 15,H4 - Coefficient - 15,H5 - Coefficient - 15,H6 - Coefficient - 15,H7 - Coefficient - 15,H8 - Coefficient - 15,H9 - Coefficient - 15,H10 - Coefficient - 15,H11 - Coefficient - 15,H12 - Coefficient - 15,H13 - Coefficient - 15,H14 - Coefficient - 15,H15 - Coefficient - 15,H16 - Coefficient - 15,H17 - Coefficient - 15,H18 - Coefficient - 15,H19 - Coefficient - 15,H20 - Coefficient - 15,H21 - Coefficient - 15,H22 - Coefficient - 15,H23 - Coefficient - 15,H24 - Coefficient - 15,H1 - Coefficient - 16,H2 - Coefficient - 16,H3 - Coefficient - 16,H4 - Coefficient - 16,H5 - Coefficient - 16,H6 - Coefficient - 16,H7 - Coefficient - 16,H8 - Coefficient - 16,H9 - Coefficient - 16,H10 - Coefficient - 16,H11 - Coefficient - 16,H12 - Coefficient - 16,H13 - Coefficient - 16,H14 - Coefficient - 16,H15 - Coefficient - 16,H16 - Coefficient - 16,H17 - Coefficient - 16,H18 - Coefficient - 16,H19 - Coefficient - 16,H20 - Coefficient - 16,H21 - Coefficient - 16,H22 - Coefficient - 16,H23 - Coefficient - 16,H24 - Coefficient - 16,H1 - Coefficient - 17,H2 - Coefficient - 17,H3 - Coefficient - 17,H4 - Coefficient - 17,H5 - Coefficient - 17,H6 - Coefficient - 17,H7 - Coefficient - 17,H8 - Coefficient - 17,H9 - Coefficient - 17,H10 - Coefficient - 17,H11 - Coefficient - 17,H12 - Coefficient - 17,H13 - Coefficient - 17,H14 - Coefficient - 17,H15 - Coefficient - 17,H16 - Coefficient - 17,H17 - Coefficient - 17,H18 - Coefficient - 17,H19 - Coefficient - 17,H20 - Coefficient - 17,H21 - Coefficient - 17,H22 - Coefficient - 17,H23 - Coefficient - 17,H24 - Coefficient - 17,H1 - Coefficient - 18,H2 - Coefficient - 18,H3 - Coefficient - 18,H4 - Coefficient - 18,H5 - Coefficient - 18,H6 - Coefficient - 18,H7 - Coefficient - 18,H8 - Coefficient - 18,H9 - Coefficient - 18,H10 - Coefficient - 18,H11 - Coefficient - 18,H12 - Coefficient - 18,H13 - Coefficient - 18,H14 - Coefficient - 18,H15 - Coefficient - 18,H16 - Coefficient - 18,H17 - Coefficient - 18,H18 - Coefficient - 18,H19 - Coefficient - 18,H20 - Coefficient - 18,H21 - Coefficient - 18,H22 - Coefficient - 18,H23 - Coefficient - 18,H24 - Coefficient - 18,H1 - Coefficient - 19,H2 - Coefficient - 19,H3 - Coefficient - 19,H4 - Coefficient - 19,H5 - Coefficient - 19,H6 - Coefficient - 19,H7 - Coefficient - 19,H8 - Coefficient - 19,H9 - Coefficient - 19,H10 - Coefficient - 19,H11 - Coefficient - 19,H12 - Coefficient - 19,H13 - Coefficient - 19,H14 - Coefficient - 19,H15 - Coefficient - 19,H16 - Coefficient - 19,H17 - Coefficient - 19,H18 - Coefficient - 19,H19 - Coefficient - 19,H20 - Coefficient - 19,H21 - Coefficient - 19,H22 - Coefficient - 19,H23 - Coefficient - 19,H24 - Coefficient - 19,H1 - Coefficient - 20,H2 - Coefficient - 20,H3 - Coefficient - 20,H4 - Coefficient - 20,H5 - Coefficient - 20,H6 - Coefficient - 20,H7 - Coefficient - 20,H8 - Coefficient - 20,H9 - Coefficient - 20,H10 - Coefficient - 20,H11 - Coefficient - 20,H12 - Coefficient - 20,H13 - Coefficient - 20,H14 - Coefficient - 20,H15 - Coefficient - 20,H16 - Coefficient - 20,H17 - Coefficient - 20,H18 - Coefficient - 20,H19 - Coefficient - 20,H20 - Coefficient - 20,H21 - Coefficient - 20,H22 - Coefficient - 20,H23 - Coefficient - 20,H24 - Coefficient - 20
Last Closing Gas Price [GBpence/therm]_standardized,0.03252947425641192,0.09491315544383452,0.1433147960822692,0.21702484148032686,0.38243065826010925,0.24238757547976905,0.1633654665014899,0.16054187184301785,0.09619395202267085,0.14487018779765648,0.2234153556833877,0.20300118687790822,0.06954459045304,0.2879264764483979,0.22052572670819237,-0.0,0.0,0.2914685424442231,0.4044221569612028,0.2287514503855727,0.1711391263140317,0.3064006340447977,0.33984155150755724,0.41402822877679957,0.027250160465942624,0.08772265008578131,0.16117864458322317,0.21658341518421712,0.30705303985229043,0.20031864803233815,0.16229283495763122,0.1694553595697638,0.1587963976912744,0.1781324495468457,0.3019171807225714,0.29090131936253066,0.11582298148156774,0.3229260778456869,0.2931185824896437,-0.0,0.1859320216232962,0.5269160752228506,0.6519316464002398,0.4199897825069081,0.2544221227523427,0.3777288948055092,0.39159175379082484,0.4618586631338439,0.028036033214608663,0.08895988802831996,0.16404775859614024,0.2201057890398757,0.31435408637812756,0.19753336932675297,0.15836684931224135,0.15658897927971452,0.1599653819673192,0.1762186990177079,0.27764009767473374,0.24769475598453855,0.07635255246763023,0.18612162054095205,0.028524327696907215,-0.7593459797803186,-0.30448966569719643,0.4125924797174787,0.4898619972398605,0.2955241765695423,0.2554083884371081,0.4357879709980667,0.46681954092588923,0.5399393537286097,0.024083690431971717,0.09358720076210544,0.14319485462052614,0.2187547899256558,0.2831674928618215,0.1858781081456959,0.12897640535515495,0.1977139676212305,0.2074362913983708,0.24843677758789257,0.3232810374471055,0.28405421885177595,0.11885893468522285,0.17678001248970873,0.03651480808798538,-0.5185958176732555,-0.2500202576045478,0.3997121837101403,0.49051119629941337,0.28344413669110935,0.1895011272750624,0.3944946530369506,0.4040795303358072,0.4691713776831997,0.017348372301696318,0.05731432522641573,0.07958409713091998,0.1610871728313803,0.2242319455882323,0.11916830994856015,0.08756618835936024,0.17198386801166599,0.23622165657443542,0.3175968366727938,0.3615309899369765,0.2928232923457091,0.11143140626388011,0.20184663076958645,0.21575669406833936,0.0,0.1715107746547704,0.47191441300476206,0.5267289839169933,0.3254830893585645,0.2245010497447282,0.4176674391205293,0.4570523189386132,0.49257398975563765,0.015611307289190138,0.05214907859851629,0.05702251468273818,0.11428877027847362,0.1747699951191669,0.12518456923871182,0.100929746159533,0.13605618117438759,0.20252919703430922,0.250827762358101,0.30824562784049697,0.2552311835529236,0.07830361617480948,0.19653377627636642,0.21795929148009724,0.0,0.10938140348633035,0.4520217596276267,0.5208837038816818,0.30429468886210675,0.24327187434713113,0.4212736515881049,0.447281221410478,0.47478980823067857,0.015363627584545934,0.0547165226942633,0.04268894678920483,0.1447594675943455,0.21122673713903012,0.18319068843452632,0.07454182264678086,0.1463555001230986,0.23786741453324178,0.26246167426533323,0.33571657215051987,0.26614556069755335,0.08761569638643646,0.19158605935113215,0.22536069779277002,0.0,0.0857672842548705,0.4704960563639772,0.45244005591627806,0.20542039443623106,0.24644217527887557,0.43520791653054774,0.4566408478189969,0.4863911590545354,0.00854937693044414,0.04264977571428758,0.028138373642470807,0.14829307945902107,0.248270942281925,0.3841331354647225,0.30542420381275154,0.3751740986390006,0.380980630608304,0.456640271149593,0.47216958712630125,0.2444724098069514,0.013636514502446887,0.24268851226133842,0.0,0.6527297775544686,0.5480340943797697,0.37082609898950536,0.4261046229909624,0.28656710601262014,0.2570796058773991,0.48630989912072936,0.46682562367459124,0.48988057482327435,0.008474358639440273,0.041698269707417114,0.0,0.08799406149814601,0.11140539359661825,0.34564005779941503,0.14002620666519036,0.29774674593167355,0.2561357529184758,0.4057476024960425,0.3710260251598984,0.24933416589153753,0.05320061000514829,0.23003784462326074,0.10027763385994463,0.7720902260914464,0.640485147018183,0.39801913427491914,0.5600977070558258,0.2802183518153288,0.24808292919101624,0.4698453778556386,0.44661428286833993,0.45031719745957016,0.00201408892160548,0.023444380913931234,0.0,0.051863790946788814,0.1667285102641733,0.33717532403302464,0.0,0.1395770119773271,0.22284980913170488,0.29708201554720337,0.3524355527106065,0.21393266874483927,0.0,0.2163020235027405,0.06542370294005573,0.3734913613990527,0.0,0.49032631833237644,0.5812232800550751,0.3287388336913509,0.31407464648897493,0.5204892386871414,0.5309837848842496,0.48754258137011713,0.01211394804544661,0.04803907551041963,0.0,0.05176366990306268,0.1722610099426296,0.32598411558781176,0.19288395811001577,0.30706978132031765,0.2224918602837616,0.32192340368914396,0.4391511867052656,0.29788968245799724,0.0865155798971545,0.16605642082133945,0.31860486595605,0.15832045399151073,0.4686317386731231,0.30599708793757757,0.459044184144235,0.2799509135137662,0.3031894354239479,0.5134151034041352,0.4977273137297652,0.5019981786351757,0.020016056943639664,0.05504972356645093,0.0056018181298237765,0.10074906811401485,0.25427048277200276,0.4099019382310932,0.1731003160704593,0.20537520390490607,0.21792451450767983,0.29006544605903645,0.409917341489244,0.27497766985373495,0.02258117636889814,0.13361217003645628,0.0,0.0,0.011069371617345818,0.2627942032143687,0.5321005890214306,0.27380666625105926,0.30246247265441856,0.46410756635253875,0.48334020197281224,0.4349537000587052,0.008997535777916843,0.041787166691423606,0.026668436157615005,0.13727998579420217,0.2655316611979765,0.36755023331338793,0.5242524582770335,0.5359900483520251,0.45899696553765956,0.4993480131572017,0.49923693053604196,0.3214218510659626,0.08966770728167929,0.22922982344340823,-0.0,0.0,0.0,0.33613566253730476,0.5792700158922492,0.2824857143722456,0.2769666346752352,0.4317975357549949,0.43352484924539336,0.3639550815641227,0.006176982392722134,0.04221096810603275,0.06384674389566966,0.17369296154119537,0.2830227569022102,0.5349908480354714,0.44769176245251147,0.45948699886357053,0.5244684595729519,0.574453087601951,0.5711370747731592,0.38638460106309697,0.316340445450961,0.4665660420656882,0.2050312283706844,0.6749881175045391,0.6464461018404455,0.7324216916446734,0.6624052878010771,0.31301518324468197,0.362967794402049,0.49448166205455196,0.4739692525959253,0.39991088905808797,0.009336507086961444,0.06397588217864619,0.12444749933471974,0.26666143520733787,0.3433800463646186,0.5240610484418528,0.5074532624606513,0.35992275069316343,0.3942199237006911,0.4579382601256326,0.44030275812618186,0.39849216865692716,0.3162009340658025,0.4665926484255859,0.1388072398461813,0.0,0.08469500120645394,0.6594890138526174,0.5863286058649049,0.21239500102402598,0.24622203493072217,0.44669476270168174,0.47647842021658987,0.44542121634327086,0.005026374722984002,0.07633309509004149,0.1380792925474147,0.27143256460181264,0.3890062368799731,0.5505378791467651,0.3301964084228304,0.3737643215986627,0.3901781500223239,0.3935174682615546,0.3827860176527651,0.33454113890824283,0.23910096715010906,0.3117572958937605,0.0,-0.0,-0.0,0.4617405851184567,0.513422058168734,0.18278473714512775,0.2268263355273976,0.46705827164242697,0.47824581323881077,0.4496828238714432,0.006950426615371694,0.08270142315576692,0.13253561650841825,0.27087526742383616,0.37290721960315154,0.5337588597107228,0.360026611113593,0.31961452160691595,0.3081431964882414,0.3488814310187296,0.3674351014449473,0.24623226355852376,0.16555127794950744,0.29064634653025606,0.040442090044717584,0.0,0.0,0.281414199789115,0.4876442820284124,0.20554471084924048,0.2523256476048116,0.4756839014812539,0.5220755367399722,0.49522176267776086,0.0028183669157476154,0.061146364433432444,0.14628469163613514,0.28756369640357193,0.3942321514013691,0.5087622383357779,0.3264615953121999,0.320865623532686,0.4044597150531963,0.43050411660684684,0.38431605971646715,0.25478581868164213,0.20395203174619778,0.3212713858466943,-0.0,-0.46611157810486253,-0.010305421822028475,0.17375987223552067,0.46864614723360226,0.18389559264358893,0.2272329435818702,0.4776703480607385,0.5059843194306368,0.5042479743367723,0.0178665679916024,0.08972367724546886,0.155891291440701,0.2748522217950148,0.453131450693809,0.7431498661569406,0.7924410246431577,0.70140911036118,0.5908902796689482,0.491316800069934,0.45024263435380624,0.41671380690517235,0.3977440134105728,0.4840985352933377,0.9422510422251511,2.066716751994598,1.751202977959519,0.7935454741279385,0.5799620788224022,0.26594359893927844,0.3101474085241304,0.6141943805567723,0.6606344738150006,0.6235793062970085,0.02733107465299339,0.10185714824767614,0.17910974913447691,0.30824531137848793,0.37265049294087044,0.6682389601827506,0.8090019285243821,0.7052640963903006,0.5374051302087566,0.48260343018321783,0.41540413363048145,0.3339455785294692,0.260391791830753,0.33397294660727334,0.9224429434269417,1.7002373900161818,1.1739433192319586,0.7053744809795739,0.5053402445825349,0.1967167836634864,0.2915127371438848,0.5334516636756562,0.5191455820413579,0.4956751258101101
Day-ahead Price [GBP/MWh]_standardized d-1 h=1,0.0,0.009905855636144231,0.0,0.0,0.0,0.0,0.0,0.0,0.17617762760832054,0.1706582640644561,0.0,0.029763357313610714,0.0,0.03277956620198383,0.0,0.0,0.0,0.3724155866838021,0.34708549873824673,0.12843006175880461,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891937215295112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.1045630375516087,0.0,0.5253417727976679,0.4689329012117352,0.20540111587634086,0.03054051252777494,0.0038375855199123668,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7119072934445102,0.47431256151840384,0.31382353983983935,0.003612244296179901,0.0,0.011228572059565357,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7590311868409704,1.2912832577665048,1.2028925786365678,0.492996278640062,0.22389826001049956,0.009989719030920038,0.003013296082288003,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7904780916505025,1.2710089838012641,1.1439950741440108,0.5075152837456902,0.07594463938218839,0.10193296964142697,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.011016649935937914,0.7732979549641072,1.0413833351256794,0.9584918172394916,0.5918212456523013,0.4182569759468741,0.1970233745606213,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2852856475348718,0.27782526917636136,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.09433893531831357,0.10516539038391175,0.27370998929635854,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.05650954846700889,0.0,0.0,0.0,0.3166041962770974,0.42505915418800316,0.4255781861817453,0.0,-0.0,-0.01920415833725224,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.47630712190048385,-0.5653948671541751,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.24466691252681919,0.2170037213956796,0.0,0.0,-0.0005551711871455681,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3348390217244804,0.146885512193373,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.17119077772368108,0.0,0.06467177724271586,0.0,0.0,0.4308967223755487,0.4677306776000707,0.25775987416140633,0.0,-0.0,-0.0476505164011173,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.23161477278950063,0.2717844997082674,0.1799885090992823,0.22535390262679134,0.0,0.4652991125205144,0.4490951595993709,0.46397502934172574,0.17775692693796932,0.0,-0.0,-0.042750449815031365,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.2937805056351584,0.45356336135918623,0.18274070064219536,0.8047026709266637,0.5487935894503305,1.3175839592007805,0.45963358913126096,0.5033183653228758,0.2560856112813625,0.0,-0.0,-0.06725718579187623,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.21778359121417123,0.40004597273872644,0.4653867730927919,0.8393449999367822,2.153555356141768,1.4934633078714612,0.6661979018941917,0.4376545742421718,0.11237590456530933,0.0,-0.0,-0.036705932501582716,-0.004621937717769108,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.10316772412035903,0.341616021115423,0.48048822253461904,1.1100071627123174,2.4690249146890917,1.794774989686399,0.7278257349285585,0.40598473420484305,0.16605466133436242,0.0,-0.0,-0.02818152534832847,-0.02446604747862628,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.005104653498931089,0.15741991393292562,0.12734502428535285,0.49286732897028157,1.2687882782037188,1.186372202155558,0.5006630807035832,0.2500109806650024,0.09596227632533866,0.0,-0.0,-0.03613804570050193,-0.009738044897743672,-0.0,-0.010233666994366654,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.04189126333243521,0.043829938141466206,0.0,-0.0,0.0,0.08944006345695237,0.1963101719732031,0.0014157339266868138,-0.0,-0.20886558206988354,-0.26334396472677163,-0.16796574395696381,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.034698432203847177,0.0,-0.0,0.0,0.12091444210650959,0.11296529014696706,0.0,-0.0,-0.2279479558486597,-0.3863526214628196,-0.31145845957918944
