Date,Actual,Predicted,Best Alpha,Dual gap,Iterations
2022-12-06,248.825,241.8815501075589,0.0004,7.420670470141877e-06,997
2022-12-06,247.715,231.55735969879083,0.0004,1.051894052584945e-05,1336
2022-12-06,250.0,235.84016414668997,0.0004,1.2771370868865342e-05,3538
2022-12-06,258.9,236.42569780099126,0.0004,1.3092344549507616e-05,2436
2022-12-06,292.11,278.6451696977008,0.0004,1.7286887758318037e-05,1451
2022-12-06,326.435,322.0561553550898,0.0004,1.7520901241862672e-05,8758
2022-12-06,356.93000000000006,331.8579117077203,0.0004,2.8321262037019367e-05,6558
2022-12-06,382.12,321.67883172299423,0.0004,2.897914120989884e-05,4630
2022-12-06,373.57,341.2013682469774,0.0004,3.058172191077695e-05,9804
2022-12-06,353.86,344.2938950890008,0.0004,3.0860108513050344e-05,4132
2022-12-06,346.505,336.884382440104,0.0004,3.089928996434832e-05,3140
2022-12-06,349.72,353.07836181430457,0.0004,3.1796087947743935e-05,4358
2022-12-06,349.18499999999995,372.91808272140554,0.0004,3.250356198900959e-05,5036
2022-12-06,354.38,381.29273399114834,0.0004,3.179791087223535e-05,5925
2022-12-06,379.36,410.4829011790577,0.0004,4.4487600737217705e-05,7692
2022-12-06,386.985,480.6919036048854,0.0004,8.647446525811286e-05,35216
2022-12-06,370.9649999999999,474.10118865958987,0.0004,7.39075901546841e-05,45839
2022-12-06,344.78499999999997,405.9227832892374,0.0004,3.407236561820245e-05,28104
2022-12-06,309.88,346.5872401425156,0.0004,2.179206651207228e-05,8458
2022-12-06,281.045,318.91793706313314,0.0004,1.6222958150705368e-05,7037
2022-12-06,256.735,270.66981469861685,0.0004,1.3309676711170521e-05,4025
2022-12-06,248.1,235.0300590975371,0.0004,9.664942578759838e-06,6478
2022-12-06,249.945,172.58308235823662,0.0004,1.5344821313257704e-05,5710
2022-12-06,245.78,191.2153947944551,0.0004,1.4842526183467115e-05,5119
