Feature,H1 - Coefficient - 1,H2 - Coefficient - 1,H3 - Coefficient - 1,H4 - Coefficient - 1,H5 - Coefficient - 1,H6 - Coefficient - 1,H7 - Coefficient - 1,H8 - Coefficient - 1,H9 - Coefficient - 1,H10 - Coefficient - 1,H11 - Coefficient - 1,H12 - Coefficient - 1,H13 - Coefficient - 1,H14 - Coefficient - 1,H15 - Coefficient - 1,H16 - Coefficient - 1,H17 - Coefficient - 1,H18 - Coefficient - 1,H19 - Coefficient - 1,H20 - Coefficient - 1,H21 - Coefficient - 1,H22 - Coefficient - 1,H23 - Coefficient - 1,H24 - Coefficient - 1
Day-ahead Price [GBP/MWh]_standardized d-1 h=10,-0.0,0.005197163741220916,0.0,-0.0,-0.12952782791475306,-0.03150428146315899,-0.0,0.0,0.0,0.026153057488760057,0.08194515739114534,0.1388145347804662,0.12737589763841553,0.15988820118004549,0.06501753049977121,-0.13707573872024245,-0.3849654669633111,-0.20800428065728668,0.0,0.0,-0.0,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=11,-0.0,-0.0,-0.04750727313349714,-0.1075773510129296,-0.0,-0.0,-0.08975892792359562,-0.10260816104542235,-0.023425471306938714,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.02972297054249524,0.0,-0.22235675774140065,-0.27079727640940787,-0.20359506740551575,-0.1445848820725605,-0.18807946130712244,-0.14269762098502461
Day-ahead Price [GBP/MWh]_standardized d-1 h=12,-0.011655302408393166,-0.06788171397021323,-0.07768722092239662,-0.060508831733235895,-0.1320996335401879,-0.15567884815058147,-0.0789064445843375,-0.0,-0.0,0.0,0.01845935547181159,0.0,-0.0,-0.1797078719459431,-0.26271880232604383,-0.22433053656763585,-0.0,-0.0,-0.04215753741650669,-0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=13,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.054313296865829946,0.16925312210964752,0.2076714241103236,0.21400053764211682,0.06710924897402942,-0.0,0.051139531382485406,0.2999126616794499,-0.0,-0.16370807762962186,0.0,0.0,0.0,0.08557175460500703,0.31835188777549445,0.37584579535427515
Day-ahead Price [GBP/MWh]_standardized d-1 h=14,0.0015174321425282028,0.07576243839106239,0.1049317847455148,0.14448235423025624,0.29774993846142794,0.37358967126341885,0.329606287852233,0.301487636199248,0.1996775707921691,0.07282700760892034,0.0,0.0,0.18224121336418916,0.3610213039206367,0.010836748516574499,-0.5478225765622856,-0.2189368331073413,0.17458627518271067,0.0426988275645017,-0.0,-0.0,-0.0,-0.06541009002058881,-0.12049484291060211
Day-ahead Price [GBP/MWh]_standardized d-1 h=15,0.005841490632903108,0.0,0.0,0.0,0.0,0.0,0.008269474456389956,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.4545806648834368,0.9138054170437536,0.6505774119642643,0.034063197008031114,0.0,-0.03960063242334996,-0.1039358471787853,-0.08386041475680837,-0.07600531834818905,-0.04324143197534326
Day-ahead Price [GBP/MWh]_standardized d-1 h=16,-0.0,0.0,-0.0,-0.0055026120675545276,-0.0,-0.025537726879366937,-0.04507139922060822,-0.057664420903331855,-0.03869777060040017,-0.0302919511050332,-0.051202440892066596,-0.034850380082997894,-0.0345384211471001,-0.0,-0.0,0.1420127649866829,0.032640214177638134,-0.004810826912513004,-0.035808530613453675,-0.024057323536099597,-0.0,-0.0,-0.028666176243344315,-0.054715136252436285
Day-ahead Price [GBP/MWh]_standardized d-1 h=17,-0.0,0.003404534554418896,0.007095468508621126,-0.0,-0.040658767986231574,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.03890456246588553,0.010958881283570285,0.0,0.0,0.10844578365611124,0.0,-0.0,-0.0,-0.0170354527440102,-0.054639916191064716,-0.03226695533702919,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=18,-0.0,0.0,0.0,0.0012324777993216582,0.040391862021728175,0.041039805793541696,0.11546443651409738,0.1537791320679183,0.13481806557079842,0.11227406861510894,0.13366463497777212,0.1265044448754327,0.030866091543690417,0.0,0.0821732170120344,0.1847692893654912,0.0,0.030737539724986798,0.058565928451837404,0.049800609951160785,0.0,0.11378566296447025,0.17775423573278215,0.14520081569093019
Day-ahead Price [GBP/MWh]_standardized d-1 h=19,-0.002322995059552082,-0.03908847351814026,-0.059617746699240144,-0.0,0.008463718118306183,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.09473495688489032,-0.06805059069414136,-0.0006230429983075769,-0.3353029937918721,-1.174303463153716,-0.78225423170565,0.0,0.05835090275772364,0.07034978489452588,0.22586055913854974,0.12026113670267462,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=20,-0.009142404749739064,-0.00665822640286263,-0.008785473285244486,-0.007517768427117811,0.13272423068530356,0.15130353424279683,-0.0,-0.006707472995705256,0.0,0.01897670785135402,0.010042691206052749,0.041899623668978,0.0,0.0,-0.0,0.3541674085727562,0.45360357705800197,0.05862943029398308,0.09749660789005503,0.1293398920286039,0.03354145380612108,-0.0,-0.007416811574252875,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=21,-0.004545463408362178,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.04092207823574702,0.013227672061434886,0.22200701684617355,0.3481498857761854,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=22,-0.0,-0.0,0.025581073513392127,0.0322132996896056,-0.0,0.0,0.19028751318320017,0.2989140960359843,0.3454578033138697,0.31112956532219455,0.1847674227739568,0.1797468502884677,0.21068921395774784,0.16400288475278216,0.30696710909622554,0.8608012872642969,0.8668942420108814,0.44174936618165955,0.33656573258466443,0.336069804736218,0.20523723143869343,0.16363398061368872,0.1910545338388884,0.14622660979243898
Day-ahead Price [GBP/MWh]_standardized d-1 h=23,-0.2216331326403575,-0.08575953511929987,-0.0,0.0,0.09742287964915308,0.43647838925048776,0.33720220618263974,0.04088078264210841,0.0,0.0,0.10503347735768463,0.08372058150029622,0.0,-0.0,-0.0,-0.3024142543211292,-0.0,0.19501556809666357,0.2714349928841329,0.2503699608478042,0.3707110770745739,0.21865375553657257,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=24,1.1884815910139528,1.0266048716798077,0.8841202995828383,0.8101095419633585,0.6323910612459055,0.21274296052738137,0.11033669490003506,0.28805993330482477,0.2847983661065035,0.3197824135881165,0.3025292524435554,0.2952305847515108,0.3049964223858168,0.3664714760330239,0.19589167377189742,-0.06112389945684142,-0.2593306650340569,-0.0,0.0,0.01050334064426099,0.0,0.18525852364628442,0.41702712568077765,0.46004451855707795
Day-ahead Price [GBP/MWh]_standardized d-2 h=1,-0.0,-0.0,-0.0,-0.02560077566148285,-0.01225006272722196,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.5679253329737267,-0.0,0.09239561617178377,0.11169026555178053,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06392567176642495,-0.10846038568946241,-0.09160462435531808,-0.03961412490972648,-0.006062206604562503,-0.0,0.0,0.048117726973296374,0.01960984226881955,0.32042319784762796,0.6383456016719506,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.029541997509410615
Day-ahead Price [GBP/MWh]_standardized d-2 h=3,0.0,0.005269218777042102,0.011492242586255856,0.001807155118894189,0.0,0.0,-0.0,-0.0,-0.0,-0.013611739099878438,-0.003531294144424671,0.0,0.0,0.0,-0.0,-0.10589989835440279,0.0,0.12577659913108458,0.0,-0.0,-0.0,-0.09128624095756371,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=4,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0029098531936331364,0.0,0.0,0.0,-0.0,-0.0,-0.11795490376492795,-0.06802668684984421
Day-ahead Price [GBP/MWh]_standardized d-2 h=5,0.005717898886637083,0.0,-0.021628736258516683,-0.09528975999808326,-0.1282871327618335,-0.16048479987777156,-0.16935054219321077,-0.22218147677910932,-0.2022726867629558,-0.2033573579336145,-0.21387975671893267,-0.2195118558266122,-0.26060597402653507,-0.27427474282167,-0.37811331317976243,-0.3680001399703178,-0.2730432125202218,-0.2516361697673102,-0.27380473044021936,-0.30452767475278947,-0.23442187033488454,-0.12086689206762748,-0.12769749539463282,-0.1412678685698501
Day-ahead Price [GBP/MWh]_standardized d-2 h=6,0.00036856082456810144,0.016016335796461053,0.0,0.0,0.0,0.07355443769786785,0.0,0.0,0.0,0.0,0.0,0.08509904714497497,0.17669361845084722,0.1947120375630764,0.1974489305284392,0.0,-0.0,0.026605318207408253,0.21811689358492367,0.20123662818314828,0.15728999091615473,0.09286470102021613,0.14156122778073255,0.10476801994767988
Day-ahead Price [GBP/MWh]_standardized d-2 h=7,-0.0,0.0,0.03918331698898775,0.07305296600082238,0.09222878947813376,0.013132899724439217,0.222185921237117,0.360125940439237,0.3277631075761078,0.3248108734319409,0.3263407044245201,0.1629050479622742,0.0,0.0,0.0,0.0991352132478069,0.19932300569581654,0.3578787687686412,0.013923765486737566,0.0,0.0,0.05905147475951565,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=8,-0.0,-0.0008887609278576021,-0.0,0.0,0.0,-0.0,-0.3941990219252893,-0.6065432473364554,-0.5570854029535509,-0.5768901557900785,-0.6145988674116433,-0.42465716576300777,-0.23493420423722555,-0.2735151752073222,-0.06935981163949312,-0.08040100965441481,-0.34805430283310784,-0.49510422756196615,-0.24686253123003946,-0.28608176250050166,-0.21933314239466922,-0.3363301930803772,-0.35891121332035164,-0.3351532164556208
Day-ahead Price [GBP/MWh]_standardized d-2 h=9,-0.0,-0.010432218726410869,-0.02936323267582085,-0.02387726733661934,-0.15840676455987593,-0.19885608542251623,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.009535706410098103,0.16919404501953333,0.12860743987274095,0.0,0.0,0.16823714852471605,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=10,-0.0,-0.0,-0.0,0.0,0.0,0.04814287567358188,0.14127145135604693,0.3469433135577981,0.39237796474305076,0.4275150184365289,0.4621882393780901,0.23453540267278228,0.0141087701746905,0.1942993344726572,0.0,-0.0,0.0,0.14642701489613208,0.13304014478215093,0.13598568473656203,0.3032640126577556,0.30215835369629995,0.2672773089304532,0.26115893117031963
Day-ahead Price [GBP/MWh]_standardized d-2 h=11,-0.002681541535406629,-0.011467734595694773,-0.015517547003727388,0.0,0.03019922003579983,0.0,0.0,-0.0,-0.0,0.0,0.008297057138289333,0.15041831109192175,0.27092675217373824,0.07671301606388817,0.0,-0.2766945988100043,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=12,-0.0,-0.0,-0.0,0.0,0.09084587875971792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14667355322819325,-0.0,-0.0,0.0,-0.0,-0.0030788509299353004,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=13,-0.0,-0.0,0.0,0.0,0.041211802423400605,0.20838510626890563,0.09616479174843232,0.0,0.0,0.0,0.0,0.0,0.0,0.0758234369949998,0.14253816576470227,0.0,0.07385634967580373,0.0559338372017223,0.08410018696810405,0.03141407694434099,-0.0,-0.0015644949964757904,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=14,-0.0,-0.0,-0.0,-0.002263224834310816,-0.07382489375508794,-0.12650633652421642,-0.06256322980048871,-0.05845599050228899,-0.09844193670538173,-0.11562998281725603,-0.1606534366979876,-0.17156043833269075,-0.04971808673985128,-0.0,0.2158815994980217,0.9232293409115012,0.4773790843795075,0.0,0.0,-0.0,-0.12227384814519984,-0.10397042104734454,-0.049249055260668646,-0.05380283551475286
Day-ahead Price [GBP/MWh]_standardized d-2 h=15,0.0,-0.0,-0.007158836388632984,-0.016669707962391807,-0.0,-0.0,-0.0,-0.0,-0.003227007979911083,-0.0,0.0,0.0,-0.11039161440445859,-0.17580133381326854,-0.29814956901911505,-0.7398025243118141,-0.37114194807164563,-0.0,-0.08856672333022957,-0.1255451600985211,-0.018892715761215317,-0.0,0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=16,0.0,-0.0,-0.0,-0.0,-0.014959931338619732,-0.01790040698218228,-0.0326457239578403,-0.02912229320975674,-0.023882595958424017,-0.004597783687070941,0.020601129002562283,0.0,0.0,-0.0,-0.08979380403829304,-0.3745556196827698,-0.46704849701072776,-0.2724865868566859,-0.09487436557098781,-0.01189915645745221,-0.023016294322735872,-0.015448511233995972,-0.0,-0.014002466669315101
Day-ahead Price [GBP/MWh]_standardized d-2 h=17,0.002071825125367516,0.00404987531144476,0.008288234041112128,-0.0,-0.0,-0.02204496602329183,-0.0,0.0,0.0,-0.0,-0.021600468632484066,-0.03114463479896373,-0.018782640891944417,-0.0,0.0,0.10481635466276551,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.024867587586037604,-0.007679211755637938
Day-ahead Price [GBP/MWh]_standardized d-2 h=18,0.0034609157180865158,0.004906277421434906,0.009050476134678043,0.052531484780758655,0.08799017052503642,0.15257486720173416,0.1604292024988305,0.1283442262290405,0.07079371828249259,0.02980470420656542,0.06145450702180265,0.10308694626123656,0.06249207443541323,0.006225941563237712,0.003707968048372296,0.0,0.552428633354979,0.4019769291951546,0.18719143377509043,0.11831914123585265,0.10971080251722648,0.09965692280427146,0.14220256295511158,0.10713915244615446
Day-ahead Price [GBP/MWh]_standardized d-2 h=19,0.0,0.0,0.0,0.0,-0.025599700327889434,-0.13232409699290057,-0.16670625739213016,-0.10343504095364447,-0.030565460624925895,-0.0,0.0,0.017522489074348373,0.08393232115908418,0.10388333784157627,0.3070897063002108,0.9937822874638012,0.2579614426915717,-0.021003074407880545,0.0,0.0,0.0,0.0,0.0,0.07975184816737875
Day-ahead Price [GBP/MWh]_standardized d-2 h=20,0.0,0.0,-0.0,-0.019103129568072343,-0.0,0.0,-0.0,0.02837038167357494,0.04842804502141882,0.03286114341123704,0.013625635298323393,0.0,-0.0,-0.0,-0.04306391311884987,-0.5375620155817957,-0.13894245333589345,-0.07118960885560043,0.01549809615081503,0.048375271289256,0.012245094523776517,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=21,-0.0,-0.0,-0.0,-0.0,0.0,0.06691093714697637,0.06643085393894636,0.07739244401480397,0.06435727911935912,0.08267569688927282,0.08421779149233968,0.12195932267096164,0.1557665846676101,0.11899480242217123,0.0,0.2798682086749253,0.102057624553734,0.16943269169515598,0.10357103114992221,0.07928315079688597,0.043293360649996074,-0.021371530955324663,-0.023724282201265164,-0.045133527406098065
Day-ahead Price [GBP/MWh]_standardized d-2 h=22,-0.0,-0.0,-0.0,-0.0,-0.10915307020869174,-0.15469457226026692,-0.030300856442312472,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03738780544301439,0.21770141734908535,0.20080483599457846,0.349468604015435,0.1463065406160492,0.0644027047714404,0.01971319708812968,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=23,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.029514837597929215,-0.0,0.0,0.0,0.0,0.0,0.0,0.0024993946948350778,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=24,-0.0,-0.03835790747977261,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.16343478731911373,-0.18942865429098718,-0.20987023113297673,-0.20579536389307668,-0.26924710451232975,-0.3512484951694105,-0.41557866712615876,-0.6718171169718798,-0.4382827104723483,-0.24504273493392578,-0.13512056383126034,-0.03960692791769929,-0.0,0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=1,-0.021225310438278307,-0.08219637647107811,-0.12706020163990472,-0.13703120671094213,0.0,0.0,0.0,0.19826901316489992,0.09276830484770171,0.0,-0.0,-0.0,-0.0,-5.274866726466173e-05,-0.1327769706671987,-0.8050861326831226,-0.7670099728600746,-0.16861276536465705,-0.08648586147839657,0.0,0.12172252299580663,0.3180056635065566,0.4719084458404674,0.38957095946367376
Day-ahead Price [GBP/MWh]_standardized d-3 h=2,-0.0,0.0,0.0,-0.0070644587407933356,-0.14246846951681444,-0.14494828355965658,-0.10095950843040037,-0.2859730305418894,-0.20023422185405895,-0.12688263078219866,-0.13296615105983867,-0.12344554944350046,-0.17576999917138297,-0.23561518702729445,0.0,0.8064150518312921,0.6662875330258569,0.0,-0.010900649438435306,-0.09149637130328753,-0.1632136103797195,-0.3093627753218412,-0.5616140273897712,-0.4875819197115088
Day-ahead Price [GBP/MWh]_standardized d-3 h=3,0.0,0.019789936885307467,0.005339066357558351,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.053892477237173886,-0.082179342977142,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=4,0.001463420869018251,0.02050322349784953,0.08633205614870823,0.136615476756948,0.17334069769856036,0.17077774921341835,0.06345532951307596,0.032557905461600596,0.05005434325506681,0.12240567991919239,0.13760965094467745,0.08231111052579926,0.16830370786309534,0.2567864793803225,0.0,-0.08696258137081968,-0.0,0.19818957497403625,0.0860702714607995,0.0,0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=5,0.0016394595241156062,0.0,0.0,0.032435229126154964,0.10593575363389801,0.03535394913007207,0.055144095707037266,0.1309804951892733,0.08578238310842216,0.0,0.0,0.1054768553379196,0.08712033558020627,0.0669442665315476,0.6693441789596016,1.1118828532764817,0.9379645252271692,0.1676963206411775,0.0,0.0,0.10442197210641692,0.15845389980230953,0.11323930270606819,0.024389625516159558
Day-ahead Price [GBP/MWh]_standardized d-3 h=6,0.0,-0.0,-0.0,-0.028982064236922497,-0.18242133612310987,-0.10671877666278361,-0.07434256248877402,-0.155073976846419,-0.12502665614845843,-0.10048961424931949,-0.14221259924003501,-0.22400859567553094,-0.22439294808006316,-0.20520877832641218,-0.8731734536339688,-1.6996534536396923,-1.6389093715185108,-0.585777086170441,-0.20798930556671988,-0.0,-0.0,-0.0,0.015031933518443381,0.08509086145492227
Day-ahead Price [GBP/MWh]_standardized d-3 h=7,0.0,-0.0,-0.032238688147837265,-0.054979800512869624,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1317217529678321,0.014456488793465028,-0.0,-0.23711629137896062,-0.1786078749502754,-0.1313874132867669,-0.10275279603097887,-0.15007148172952353,-0.13663026026189337,-0.09551282933164836
Day-ahead Price [GBP/MWh]_standardized d-3 h=8,0.0,-0.0,-0.0,0.0,0.0,0.021086313684456702,0.0,0.0,0.00041183496422262267,0.06390531037001265,0.15893511502270455,0.1679767879196124,0.13622657926180168,0.12754626812760103,0.09943100414378815,0.0,0.050303848388583663,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=9,0.002491695839037495,0.040734120365222705,0.06301660800768721,0.013979200359028807,0.11208850450101307,0.025672864640232843,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.4912045740020415,0.3163307957631497,0.16979320378489635,0.0860815568305355,0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=10,0.0,0.0,0.0687172145814021,0.2455047271137012,0.10324498877075185,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9854209436251783,1.3811756180439247,0.1663164996344887,0.0,-0.0,0.0,0.09779058037119782,0.09993775895177777,0.04605335090593614
Day-ahead Price [GBP/MWh]_standardized d-3 h=11,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.046182727821256986,-0.2091547442770699,-0.27791804354364824,-0.3255602040569968,-0.31804138875620946,-0.3062533769569845,-0.9770048556297408,-1.7520092750436458,-0.756162480830594,-0.2860237583325678,-0.11175963040206657,-0.0407779689889704,-0.0,0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=12,-0.0,-0.04076993951686655,-0.09114436211515901,-0.22717005575527902,-0.28651861845913085,-0.12202416926299857,-0.025217938100842174,-0.0,-0.03623115402998154,-0.07617439284271688,-0.0,-0.0,-0.0,-0.0,-0.16689232943119994,-0.8026449168283353,-0.0,-0.0,-0.0,-0.0,-0.02589011497797756,-0.13423680029372784,-0.22277964273780942,-0.23008675276854024
Day-ahead Price [GBP/MWh]_standardized d-3 h=13,0.0,0.0,0.0,0.0,-0.0,0.0,-0.043169381179914396,-0.07168535306340916,-0.0,-0.0,0.0,0.03389443826000437,0.09274422894240221,0.10308409625914691,0.11591878662242439,0.3893274985465544,0.05644662488553983,0.15231644136653655,0.02550008507177133,-0.0,0.0,0.0,0.15115329066759928,0.24860033023782552
Day-ahead Price [GBP/MWh]_standardized d-3 h=14,0.003211194707122851,0.019410621414958022,0.0041208766542398835,0.03668672677275503,0.1429140918352338,0.02603840964674211,-0.0,0.0,0.0,0.057206126099547776,0.09726119652477944,0.1762409091919492,0.1538647605799485,0.033895500103452755,0.10679932107907246,-0.0,-0.0,-0.036289054941062965,0.0,0.020858686661889128,0.0656345805813103,0.18868718194786938,0.12701673215066697,0.0799156179672244
Day-ahead Price [GBP/MWh]_standardized d-3 h=15,-0.0,-0.001676131646303951,-0.0,-0.0,0.00036239229873910546,0.1301619283816613,0.16289428422369576,0.18915690002970392,0.13793204792554803,0.08913740916321276,0.065887916377182,0.01751128420131152,0.04419756192660801,0.15866224483945046,0.3907845914354139,1.0194017720580093,0.6916877298440596,0.4228529509405429,0.29551711611730824,0.0767400700143122,0.03089597523467026,0.0,0.027078178673103515,0.0
Day-ahead Price [GBP/MWh]_standardized d-3 h=16,-0.0031717686952992354,-0.0,0.0,-0.0,-0.0,-0.012806611208645706,-0.0,-0.0,-0.0,0.00703991635764635,0.007945375845502266,0.024014566965301055,0.02635617793618551,0.008297353600959295,-0.0,0.3733808306570834,1.0404018909372967,0.4382434469253985,-0.0,-0.0,0.004117876769910783,0.02431212972900323,0.026606003999640516,0.026671445155978586
Day-ahead Price [GBP/MWh]_standardized d-3 h=17,-0.0,0.0,0.0,0.0029385776449760478,0.010406358819166897,-0.0,-0.03071620405510838,-0.03973064783228504,-0.007986863268093683,0.0,0.0,-0.0,-0.016632440664372587,-0.043448065461115216,-0.1132860996288128,-1.148844065944591,-2.1073981593485636,-1.060367127542002,-0.24289697330246546,-0.052130076257399155,-0.03542440563723033,-0.03237876156704252,-0.05192006062700988,-0.04678059828748258
