Feature,H1 - Coefficient - 1,H2 - Coefficient - 1,H3 - Coefficient - 1,H4 - Coefficient - 1,H5 - Coefficient - 1,H6 - Coefficient - 1,H7 - Coefficient - 1,H8 - Coefficient - 1,H9 - Coefficient - 1,H10 - Coefficient - 1,H11 - Coefficient - 1,H12 - Coefficient - 1,H13 - Coefficient - 1,H14 - Coefficient - 1,H15 - Coefficient - 1,H16 - Coefficient - 1,H17 - Coefficient - 1,H18 - Coefficient - 1,H19 - Coefficient - 1,H20 - Coefficient - 1,H21 - Coefficient - 1,H22 - Coefficient - 1,H23 - Coefficient - 1,H24 - Coefficient - 1
Last Closing Gas Price [GBpence/therm]_standardized,0.03252947425641192,0.09491315544383452,0.1433147960822692,0.21702484148032686,0.38243065826010925,0.24238757547976905,0.1633654665014899,0.16054187184301785,0.09619395202267085,0.14487018779765648,0.2234153556833877,0.20300118687790822,0.06954459045304,0.2879264764483979,0.22052572670819237,-0.0,0.0,0.2914685424442231,0.4044221569612028,0.2287514503855727,0.1711391263140317,0.3064006340447977,0.33984155150755724,0.41402822877679957
Day-ahead Price [GBP/MWh]_standardized d-1 h=1,0.0,0.009905855636144231,0.0,0.0,0.0,0.0,0.0,0.0,0.17617762760832054,0.1706582640644561,0.0,0.029763357313610714,0.0,0.03277956620198383,0.0,0.0,0.0,0.3724155866838021,0.34708549873824673,0.12843006175880461,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.14645472807207233,0.21933627591086574,0.1986396217902019,0.16007666043152458
Day-ahead Price [GBP/MWh]_standardized d-1 h=3,0.0,0.0,-0.005360666014384362,-0.06634978917855751,-0.08064764838573106,-0.2153858665745498,-0.18524216273094368,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=4,0.018692649413022944,0.0,0.0,0.0,0.0,0.0,-0.0,-0.04498512583019438,0.0,0.0,-0.0,-0.0,0.0,0.08528686723822625,0.2930393138107655,0.4143013442657611,0.4701484610624798,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.022388846576031764
Day-ahead Price [GBP/MWh]_standardized d-1 h=5,0.0,0.0,0.0,0.05948244954960102,0.06945407808881511,0.046397848185169024,-0.0,-0.0,0.0,0.0,0.0,0.007483074808877431,0.006007808376733647,0.0,0.0,-0.0,0.0,0.39518163441400556,0.10847095699262124,0.10147732278786596,0.1564992042293991,0.0,-0.24446941666740737,-0.25303641636445967
Day-ahead Price [GBP/MWh]_standardized d-1 h=6,-0.0,-0.0,-0.0006104489955675379,-0.0012120199922092904,-0.0073599722417381,-0.0,-0.021140935200350073,-0.0684598647488816,-0.17822371513463922,-0.12442707406096329,-0.05181929591205636,-0.054718004789305365,-0.04806124993500023,-0.28419967040927974,-0.4136119098306193,-0.5673356185995876,-0.49841396303414226,-0.6055796023208744,-0.2930511120106329,-0.0781642724686614,-0.0,-0.0,0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=7,-0.007841971638754736,0.0,-0.0,-0.0,-0.2611634290247512,-0.12748045949562883,-0.032039644209157,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.01605513243610488,-0.025587769461639973,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=8,-0.0,0.0,0.12842939100281883,0.0,0.0,0.0,-0.0,0.0,0.05079661933061443,0.1197904936625767,0.1152909001058892,0.0,0.2024743315734631,0.0655075468651688,0.0,0.8907261097797069,0.8236035274406291,0.31953261650188125,0.281578941033146,0.0,0.0,0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=9,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0032416108017808603,0.0,0.023585841029886374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30128066592404007,0.1785795251617595,0.015676447225149232,-0.0,-0.09757638929059562
