Date,Actual,Predicted
2022-12-06,248.825,243.06372177266834
2022-12-06,247.715,247.29411700521482
2022-12-06,250.0,252.18715418313
2022-12-06,258.9,280.39432835175074
2022-12-06,292.11,334.32312417555954
2022-12-06,326.435,365.80989972799244
2022-12-06,356.93000000000006,371.4297433745395
2022-12-06,382.12,356.75670275294453
2022-12-06,373.56999999999994,343.0769879065807
2022-12-06,353.86,342.3965581113335
2022-12-06,346.50499999999994,345.50832978685185
2022-12-06,349.72,347.65323733298897
2022-12-06,349.18499999999995,357.44096315152296
2022-12-06,354.38,377.2216531272388
2022-12-06,379.36,423.1205505420663
2022-12-06,386.985,465.5320184142147
2022-12-06,370.9649999999999,450.021996842205
2022-12-06,344.785,390.5568078360002
2022-12-06,309.88,336.99258978868806
2022-12-06,281.045,281.5820807389314
2022-12-06,256.735,244.05951915897668
2022-12-06,248.10000000000002,231.66913228928723
2022-12-06,249.945,238.133511595966
2022-12-06,245.78,231.69218762639673
2022-12-07,235.385,238.3291540526551
2022-12-07,226.685,242.29188440154212
2022-12-07,226.75,248.31816538334124
2022-12-07,239.065,277.1730259952824
2022-12-07,255.785,326.6864433555065
2022-12-07,269.145,360.5194263202867
2022-12-07,307.44500000000005,370.33887172534435
2022-12-07,349.5,358.3965158758831
2022-12-07,355.11,342.7601028902785
2022-12-07,346.99,339.51736894817384
2022-12-07,345.735,344.2985888095029
2022-12-07,348.245,351.93663084359605
2022-12-07,348.9,362.6949596143779
2022-12-07,351.595,376.9910401499965
2022-12-07,388.695,419.7078226316338
2022-12-07,426.0,455.8736498632362
2022-12-07,412.165,444.4798347289192
2022-12-07,373.95,401.95754776650926
2022-12-07,328.31,359.179067397935
2022-12-07,286.61,307.67452056012496
2022-12-07,258.86,272.4455377719865
2022-12-07,252.55,260.6957882546694
2022-12-07,254.72000000000003,256.4053572526193
2022-12-07,249.695,250.13254790042745
2022-12-08,243.78,243.47424523911383
2022-12-08,242.115,250.22477099239825
2022-12-08,246.935,259.3797688626631
2022-12-08,257.235,292.19094472216995
2022-12-08,300.32,343.37743176075884
2022-12-08,361.05,383.51631344704214
