Date,Actual,Predicted
2022-12-06,248.825,242.9587735507632
2022-12-06,247.715,244.10992954805147
2022-12-06,250.0,242.70719264540855
2022-12-06,258.9,245.66024129036813
2022-12-06,292.11,288.60988061004
2022-12-06,326.435,322.5365135301871
2022-12-06,356.93000000000006,322.64917732359527
2022-12-06,382.12,317.6935305879169
2022-12-06,373.56999999999994,311.7221837984031
2022-12-06,353.86,314.70231513055785
2022-12-06,346.50499999999994,312.2833511728195
2022-12-06,349.72,316.383049100881
2022-12-06,349.18499999999995,329.03851687216365
2022-12-06,354.38,356.8312091789561
2022-12-06,379.36,390.2028226525823
2022-12-06,386.985,418.9136142606508
2022-12-06,370.9649999999999,394.30662408958983
2022-12-06,344.785,359.6960595087005
2022-12-06,309.88,321.84171632741663
2022-12-06,281.045,273.7156268904321
2022-12-06,256.735,235.7231044077705
2022-12-06,248.10000000000002,220.21432425777445
2022-12-06,249.945,216.76325139321295
2022-12-06,245.78,209.51214123686816
2022-12-07,235.385,236.00013463165084
2022-12-07,226.685,236.8264958035002
2022-12-07,226.75,238.1940849623241
2022-12-07,239.065,242.17556951683162
2022-12-07,255.785,279.01538054603543
2022-12-07,269.145,313.830976463756
2022-12-07,307.44500000000005,325.78357386203
2022-12-07,349.5,329.28353551472287
2022-12-07,355.11,324.50861898838707
2022-12-07,346.99,319.47931207096394
2022-12-07,345.735,320.2742139194987
2022-12-07,348.245,326.69514483574164
2022-12-07,348.9,335.4981914186963
2022-12-07,351.595,357.4374816349976
2022-12-07,388.695,394.9125167128259
2022-12-07,426.0,435.9068551199932
2022-12-07,412.165,428.21392713727926
2022-12-07,373.95,379.41586271231233
2022-12-07,328.31,341.17511991215656
2022-12-07,286.61,287.0727234382732
2022-12-07,258.86,253.05913855852162
2022-12-07,252.55,239.97670364823907
2022-12-07,254.72000000000003,236.25061325526917
2022-12-07,249.695,230.46386132808803
2022-12-08,243.78,241.9957821132612
2022-12-08,242.115,245.26031267745833
2022-12-08,246.935,250.58630445699157
2022-12-08,257.235,267.17327121312917
2022-12-08,300.32,306.25649268451093
2022-12-08,361.05,348.5969717438534
2022-12-08,400.38,370.8758971258336
2022-12-08,415.11,378.89422659566867
2022-12-08,409.565,373.6337474818333
2022-12-08,394.59000000000003,370.1579929192283
2022-12-08,386.93000000000006,369.73486943772343
2022-12-08,393.42999999999995,376.6220749948684
2022-12-08,404.32500000000005,385.84980031085513
2022-12-08,421.9599999999999,399.7309871559087
2022-12-08,486.30000000000007,458.0589487972808
2022-12-08,531.645,543.4414795553922
2022-12-08,510.97,526.8907480455968
2022-12-08,459.68999999999994,435.1289262917081
2022-12-08,390.05499999999995,378.07190144817883
2022-12-08,340.415,318.5364417020271
2022-12-08,302.97,282.0140171297099
2022-12-08,287.555,271.79932635500165
2022-12-08,285.025,275.2340407353686
2022-12-08,278.26,269.2690553232264
2022-12-09,275.035,268.2580383741979
2022-12-09,270.84,268.8621153412105
2022-12-09,273.27,273.02875313374
2022-12-09,280.95,284.61153437552264
2022-12-09,323.9,330.5573712389811
2022-12-09,399.56000000000006,386.1284374343313
2022-12-09,456.4,402.72123750987225
2022-12-09,474.39,412.07944424458117
2022-12-09,447.53,415.5810825907648
2022-12-09,418.53,410.71450932626794
2022-12-09,413.65999999999997,402.3175137592587
2022-12-09,414.66499999999996,401.9991945241263
2022-12-09,423.06999999999994,407.0604138366391
2022-12-09,430.89,418.99827508899693
2022-12-09,460.9150000000001,485.0106186356294
2022-12-09,504.87,568.3555628560864
2022-12-09,493.79999999999995,547.4278508502096
2022-12-09,448.03499999999997,457.81956238922555
2022-12-09,396.75,398.2532464737874
2022-12-09,355.49000000000007,344.37866026178403
2022-12-09,323.64,314.17606628216026
2022-12-09,288.88,312.28366684839364
2022-12-09,272.965,315.06224536613706
2022-12-09,267.29,307.30005493294954
2022-12-10,259.895,259.5146195412425
2022-12-10,253.07999999999998,259.97768139187747
2022-12-10,251.44,259.89266569659594
2022-12-10,257.195,265.5581586559932
2022-12-10,271.18,301.688749327957
2022-12-10,287.365,357.8418933147557
2022-12-10,309.33,386.5648744329885
2022-12-10,338.875,411.26398073120356
2022-12-10,350.61,404.81024086659863
2022-12-10,340.61,396.8470166452683
2022-12-10,332.37,392.47210120401525
2022-12-10,331.76,390.14202603542225
2022-12-10,339.33500000000004,396.0591611361858
2022-12-10,358.24,408.17398514150415
2022-12-10,386.24,454.53650886996627
2022-12-10,413.29999999999995,515.6486356467398
2022-12-10,410.92499999999995,498.33397071202944
2022-12-10,375.81500000000005,440.5784820780399
2022-12-10,332.25,391.48106168984475
2022-12-10,305.29,346.3761510042079
2022-12-10,288.865,309.8095801103284
2022-12-10,282.81,298.5918518658108
2022-12-10,285.27,299.2229821460741
2022-12-10,278.725,294.26857287976554
2022-12-11,268.505,269.56504232630175
2022-12-11,259.865,267.741800026022
2022-12-11,258.145,268.5673410326456
2022-12-11,260.48,273.1469093046639
2022-12-11,268.83,287.09538813662334
2022-12-11,265.63,313.7313921037503
2022-12-11,269.44,336.71350935233227
2022-12-11,301.36,371.02753780063364
2022-12-11,329.045,389.68276910900386
2022-12-11,338.54,390.1812243013405
2022-12-11,346.62999999999994,393.0570524837641
2022-12-11,356.605,395.93647616828605
2022-12-11,359.29,400.41994692260107
2022-12-11,364.265,407.60305135401535
2022-12-11,409.805,443.4091010705164
2022-12-11,474.67999999999995,493.72833863230426
2022-12-11,462.8399999999999,480.8898546696007
2022-12-11,397.31999999999994,434.30349169118347
2022-12-11,344.055,390.19008689895054
2022-12-11,311.03,351.0217743217255
2022-12-11,292.685,317.80502730960905
2022-12-11,277.51,309.07642404088807
2022-12-11,269.365,312.8862848164842
2022-12-11,267.395,305.94137415744797
2022-12-12,264.31,262.1641784651074
2022-12-12,260.135,263.03174361738263
2022-12-12,260.61,271.85527981745673
2022-12-12,271.585,290.45272405465613
2022-12-12,348.835,325.5747040288937
2022-12-12,578.51,367.93593261293927
2022-12-12,792.645,390.8034518814957
2022-12-12,780.6,414.4998643205794
2022-12-12,656.645,427.30026843359565
2022-12-12,593.565,425.55174739249196
2022-12-12,598.0100000000001,424.30240792774714
2022-12-12,609.855,419.4676179214964
2022-12-12,611.36,419.46025883454297
2022-12-12,618.1400000000001,428.9781645373846
2022-12-12,1048.165,480.23666005563814
2022-12-12,1665.005,582.6173980799792
2022-12-12,1447.115,563.9097902123141
2022-12-12,830.81,457.11517101363665
2022-12-12,537.85,397.20437779882633
2022-12-12,412.15999999999997,350.0640937468183
2022-12-12,337.59,314.0874750635876
2022-12-12,286.145,299.8557124003327
2022-12-12,270.99,302.65395331025707
2022-12-12,263.635,299.09610711167903
2022-12-13,255.98,259.52856456047385
2022-12-13,251.55,257.0685624977832
2022-12-13,252.14,266.90320338781913
2022-12-13,268.435,314.54254309256555
2022-12-13,336.08000000000004,434.683185238566
2022-12-13,418.70500000000004,624.7078069242837
2022-12-13,446.55999999999995,699.3214811075491
2022-12-13,445.91499999999996,656.8836241662126
2022-12-13,449.475,632.2925976740518
2022-12-13,444.29499999999996,613.0364152530211
2022-12-13,436.96500000000003,601.3200167985572
2022-12-13,444.24,581.634140357323
2022-12-13,455.88,569.0111977691029
2022-12-13,467.5849999999999,585.8507563584848
2022-12-13,511.135,724.2604379011135
2022-12-13,549.26,1020.7535349972991
2022-12-13,505.38,943.2260540579767
2022-12-13,449.49,637.4327233484205
2022-12-13,404.385,490.2632683428018
2022-12-13,341.305,394.69966141823846
2022-12-13,291.65,325.4374953217483
2022-12-13,265.885,331.8554883542971
2022-12-13,256.79,336.5807401535641
2022-12-13,249.77000000000004,313.5109990988563
2022-12-14,245.49,247.9820214892201
2022-12-14,243.335,246.23798950410986
2022-12-14,244.72,258.19436614655984
2022-12-14,259.285,274.0784678483767
2022-12-14,313.015,337.55604749667896
2022-12-14,386.585,403.39180518750015
2022-12-14,436.01,435.16081842726965
2022-12-14,447.97,459.02695732980567
2022-12-14,435.355,455.2067186723424
2022-12-14,416.605,435.3646523876371
2022-12-14,407.42999999999995,427.91353846248114
2022-12-14,414.275,441.790434910434
2022-12-14,423.04999999999995,458.9980871338296
2022-12-14,433.93499999999995,491.64083773289724
2022-12-14,470.015,502.21533594211246
2022-12-14,486.56499999999994,345.75419761427884
2022-12-14,456.03,363.09861777978847
2022-12-14,414.8299999999999,435.9593410051252
2022-12-14,366.03499999999997,390.06172941549227
2022-12-14,314.325,326.7826395381411
2022-12-14,271.71,286.06811426402095
2022-12-14,254.49,271.6935736661487
2022-12-14,248.87,277.5443518608638
2022-12-14,241.59,269.82744982414147
2022-12-15,236.495,243.69432257060146
2022-12-15,234.465,254.44250350686605
2022-12-15,238.585,274.2014139022852
2022-12-15,252.295,311.47752749390014
2022-12-15,299.465,368.2792485853304
2022-12-15,382.71,428.0689622348589
2022-12-15,429.03499999999997,531.795085661119
2022-12-15,422.63,562.1285916988077
2022-12-15,410.255,530.712104845495
2022-12-15,395.705,516.9451879731336
2022-12-15,385.355,521.2904073725291
2022-12-15,391.095,505.4346669534234
2022-12-15,406.86,490.52284293760897
2022-12-15,421.885,490.854127920334
2022-12-15,449.44499999999994,590.4842443216639
2022-12-15,469.2099999999999,821.7279695013532
2022-12-15,459.04999999999995,701.9953565218608
2022-12-15,430.22,556.0740184036954
2022-12-15,382.64,459.4957524740332
2022-12-15,337.335,406.31590759813537
2022-12-15,302.97,353.7553887182605
2022-12-15,270.19,325.56354960454996
2022-12-15,251.635,330.5928136133036
2022-12-15,247.35,325.98885003405223
2022-12-16,243.67,242.3874524937396
2022-12-16,241.96,243.70681378485284
2022-12-16,248.495,252.3134100185438
2022-12-16,277.045,265.3525607169544
2022-12-16,347.64,314.7347263586922
2022-12-16,426.13,393.75036236220495
2022-12-16,463.15999999999997,432.3293823457643
2022-12-16,464.54999999999995,443.9948458770765
2022-12-16,451.52,432.75166073538355
2022-12-16,431.79499999999996,414.4493523040976
2022-12-16,415.375,403.3882270807784
2022-12-16,411.86,400.73518874245576
2022-12-16,420.55999999999995,406.4621784219369
2022-12-16,434.355,416.9852413820878
2022-12-16,455.905,483.3169088414113
2022-12-16,465.475,561.5488353503443
2022-12-16,445.7049999999999,526.7653448918197
2022-12-16,411.23,452.86994547390293
2022-12-16,362.105,378.13359181108706
2022-12-16,314.26,323.1332678708588
2022-12-16,282.9,291.3767615141236
2022-12-16,265.65,270.11821572285135
2022-12-16,250.535,259.38837811532125
2022-12-16,236.67,251.11028225142468
2022-12-17,224.77,224.2604563074272
2022-12-17,216.215,219.149018294484
2022-12-17,214.59,219.25567516421586
2022-12-17,216.51,215.08248756694178
