Date,Actual,Predicted
2022-12-06,248.825,230.75171256509037
2022-12-06,247.715,225.83722025174757
2022-12-06,250.0,227.24641818704606
2022-12-06,258.9,231.7632511384528
2022-12-06,292.11,242.97409922212373
2022-12-06,326.435,260.2079073597755
2022-12-06,356.93000000000006,303.9767559937141
2022-12-06,382.12,329.0478512041976
2022-12-06,373.56999999999994,341.7677208629245
2022-12-06,353.86,340.480747986506
2022-12-06,346.50499999999994,343.50350316040976
2022-12-06,349.72,340.9480106772481
2022-12-06,349.18499999999995,340.2067552567002
2022-12-06,354.38,344.4031152563774
2022-12-06,379.36,382.26212575589534
2022-12-06,386.985,425.0337317576958
2022-12-06,370.9649999999999,408.19198249740367
2022-12-06,344.785,349.26448191675087
2022-12-06,309.88,316.26701390890446
2022-12-06,281.045,268.07750328615737
2022-12-06,256.735,232.8044171921619
2022-12-06,248.10000000000002,235.92637758776522
2022-12-06,249.945,236.07335587563148
2022-12-06,245.78,228.49656714296353
2022-12-07,235.385,231.89989399945165
2022-12-07,226.685,224.99210797387175
2022-12-07,226.75,229.0616159068058
2022-12-07,239.065,237.52421690318903
2022-12-07,255.785,252.86142123157754
2022-12-07,269.145,289.53841529263127
2022-12-07,307.44500000000005,338.9240340552951
2022-12-07,349.5,365.86304302742417
2022-12-07,355.11,367.2752320842652
2022-12-07,346.99,352.42421069204767
2022-12-07,345.735,347.7145518503632
2022-12-07,348.245,352.53503737790265
2022-12-07,348.9,352.11951878511695
2022-12-07,351.595,355.93294332972323
2022-12-07,388.695,453.52226559039764
2022-12-07,426.0,738.7070446422149
2022-12-07,412.165,689.8754544753631
2022-12-07,373.95,425.2915500042816
2022-12-07,328.31,327.4546455067549
2022-12-07,286.61,287.90510697010666
2022-12-07,258.86,255.61878988261492
2022-12-07,252.55,245.8410990329086
2022-12-07,254.72000000000003,252.22287343279012
2022-12-07,249.695,244.87917814159488
2022-12-08,243.78,239.94236675547762
2022-12-08,242.115,234.6977030282241
2022-12-08,246.935,239.00146877192498
2022-12-08,257.235,249.96106599992152
2022-12-08,300.32,273.7015262986273
2022-12-08,361.05,313.0386672214834
2022-12-08,400.38,363.82154199392164
2022-12-08,415.11,393.66522184119185
2022-12-08,409.565,390.7880107538974
2022-12-08,394.59000000000003,376.79164381970816
2022-12-08,386.93000000000006,376.21120618857515
2022-12-08,393.42999999999995,378.8458543062611
2022-12-08,404.32500000000005,389.5823477009254
2022-12-08,421.9599999999999,394.0445000351607
2022-12-08,486.30000000000007,494.2563338508023
2022-12-08,531.645,647.4692755959229
2022-12-08,510.97,610.1463847509383
2022-12-08,459.68999999999994,463.9402483227236
2022-12-08,390.05499999999995,370.34463208055286
2022-12-08,340.415,322.32631972729087
2022-12-08,302.97,289.12204513677204
2022-12-08,287.555,282.8520723737794
2022-12-08,285.025,290.5616649129852
2022-12-08,278.26,281.30477472928965
2022-12-09,275.035,263.3411080192268
2022-12-09,270.84,256.7904926163506
2022-12-09,273.27,260.3263938448755
2022-12-09,280.95,271.70417871167757
2022-12-09,323.9,305.86394656209495
2022-12-09,399.56000000000006,360.34224605648075
2022-12-09,456.4,400.87576280311964
2022-12-09,474.39,420.57094607567
2022-12-09,447.53,414.37043257371954
2022-12-09,418.53,404.2416009643717
2022-12-09,413.65999999999997,406.5222807861438
2022-12-09,414.66499999999996,412.7555538295359
2022-12-09,423.06999999999994,413.6334476697009
2022-12-09,430.89,421.87650797942376
2022-12-09,460.9150000000001,499.81183960389274
2022-12-09,504.87,576.0169243817461
2022-12-09,493.79999999999995,567.3831378829929
2022-12-09,448.03499999999997,467.8732152634915
2022-12-09,396.75,383.49087470430527
2022-12-09,355.49000000000007,334.9580067470515
2022-12-09,323.64,303.0821761933672
2022-12-09,288.88,299.06042667637723
2022-12-09,272.965,315.46867770284405
2022-12-09,267.29,306.5832347790374
2022-12-10,259.895,256.42565357640024
2022-12-10,253.07999999999998,248.8022517621159
2022-12-10,251.44,247.7976787191037
2022-12-10,257.195,254.7665262731814
2022-12-10,271.18,287.9993375483583
2022-12-10,287.365,344.5451259114153
2022-12-10,309.33,378.8063029297724
2022-12-10,338.875,396.0944035085107
2022-12-10,350.61,395.0901041449696
2022-12-10,340.61,390.45185881139867
2022-12-10,332.37,394.1157621025909
2022-12-10,331.76,397.54467295958443
2022-12-10,339.33500000000004,397.34736529132704
2022-12-10,358.24,397.20422369496487
2022-12-10,386.24,421.3088853650861
2022-12-10,413.29999999999995,360.4091356443496
2022-12-10,410.92499999999995,359.67036565801226
2022-12-10,375.81500000000005,422.7150751893572
2022-12-10,332.25,370.8985935313083
2022-12-10,305.29,330.4336047949161
2022-12-10,288.865,302.58587980143955
2022-12-10,282.81,287.31972296568733
2022-12-10,285.27,296.5185448141842
2022-12-10,278.725,290.5105716141542
2022-12-11,268.505,267.0813285554192
2022-12-11,259.865,261.0173304114494
2022-12-11,258.145,259.5319607049413
2022-12-11,260.48,264.8666635910423
2022-12-11,268.83,288.4222654982987
2022-12-11,265.63,321.98226994486276
2022-12-11,269.44,347.6413951627379
2022-12-11,301.36,367.8556123933161
2022-12-11,329.045,375.39181709733754
2022-12-11,338.54,376.3123679079151
2022-12-11,346.62999999999994,375.30677590158507
2022-12-11,356.605,377.31250757994576
2022-12-11,359.29,386.5144272944283
2022-12-11,364.265,401.2255586232251
2022-12-11,409.805,405.93399111389806
2022-12-11,474.67999999999995,390.4730732636049
2022-12-11,462.8399999999999,394.6989206756565
2022-12-11,397.31999999999994,403.25747087004123
2022-12-11,344.055,366.45243986278865
2022-12-11,311.03,343.737117118975
2022-12-11,292.685,317.4676322144741
2022-12-11,277.51,294.560340215583
2022-12-11,269.365,294.1807715984987
2022-12-11,267.395,294.11439647250165
2022-12-12,264.31,260.95975867636287
2022-12-12,260.135,257.2403925145047
2022-12-12,260.61,258.66374074955615
2022-12-12,271.585,272.78308243957815
2022-12-12,348.835,309.6444083035308
2022-12-12,578.51,369.92952792291743
2022-12-12,792.645,409.89157247920804
2022-12-12,780.6,423.03003384150384
2022-12-12,656.645,430.85152419068584
2022-12-12,593.565,422.3074643385489
2022-12-12,598.0100000000001,418.07241203331023
2022-12-12,609.855,415.7359079129923
2022-12-12,611.36,420.90527986896757
2022-12-12,618.1400000000001,430.6520487951849
2022-12-12,1048.165,468.5909082665455
2022-12-12,1665.005,604.9044121618118
2022-12-12,1447.115,591.9772966406889
2022-12-12,830.81,454.213915345793
2022-12-12,537.85,394.5415051724692
2022-12-12,412.15999999999997,348.38531261588946
2022-12-12,337.59,307.1976497047937
2022-12-12,286.145,293.1638323428365
2022-12-12,270.99,276.1779352978132
2022-12-12,263.635,275.97666717224797
2022-12-13,255.98,304.09763274720024
2022-12-13,251.55,309.6140404899012
2022-12-13,252.14,323.98373579638894
2022-12-13,268.435,363.25897338734694
2022-12-13,336.08000000000004,518.6014113704183
2022-12-13,418.70500000000004,649.8581504372464
2022-12-13,446.55999999999995,748.1568799993189
2022-12-13,445.91499999999996,708.3022403553649
2022-12-13,449.475,668.3442674431324
2022-12-13,444.29499999999996,647.3566197412692
2022-12-13,436.96500000000003,625.6011435293668
2022-12-13,444.24,625.9307567068856
2022-12-13,455.88,631.4165475817152
2022-12-13,467.5849999999999,625.2956883824529
2022-12-13,511.135,568.9660990116956
2022-12-13,549.26,1052.0088439153208
2022-12-13,505.38,973.718807148336
2022-12-13,449.49,599.9285523351782
2022-12-13,404.385,466.5702494386792
2022-12-13,341.305,399.0376769521242
2022-12-13,291.65,341.31440137235825
2022-12-13,265.885,378.35388839983
2022-12-13,256.79,407.4511607591302
2022-12-13,249.77000000000004,377.36306705894776
2022-12-14,245.49,268.67323287313195
2022-12-14,243.335,273.576864447247
2022-12-14,244.72,284.24145562228637
2022-12-14,259.285,305.46584847465203
2022-12-14,313.015,399.26970102134027
2022-12-14,386.585,437.6709113827494
2022-12-14,436.01,410.29092067354975
2022-12-14,447.97,487.0307006749043
2022-12-14,435.355,549.3995239725799
2022-12-14,416.605,550.2494474308014
2022-12-14,407.42999999999995,539.7620916642795
2022-12-14,414.275,555.0569048437522
2022-12-14,423.04999999999995,563.5597595143485
2022-12-14,433.93499999999995,585.7314708279232
2022-12-14,470.015,397.28712982099137
2022-12-14,486.56499999999994,-98.66474463115347
