Ytrue,Yp
275.035,245.54208
270.84,223.18915
273.27,228.31778
280.95,263.66953
323.9,262.49405
399.56,293.75967
456.4,321.6979
474.39,369.01242
447.53,338.92462
418.53,304.67996
413.66,272.00186
414.665,235.02455
423.07,219.66284
430.89,207.97328
460.915,253.25462
504.87,243.8218
493.8,196.93369
448.035,240.80304
396.75,247.32024
355.49,212.43396
323.64,199.38506
288.88,188.78717
272.965,183.4018
267.29,164.4227
259.895,176.00793
253.08,190.87392
251.44,205.68861
257.195,236.80058
271.18,264.4815
287.365,263.80685
309.33,298.83664
338.875,326.08673
350.61,300.3584
340.61,289.3632
332.37,265.88492
331.76,249.56435
339.335,246.54034
358.24,280.16165
386.24,267.8432
413.3,281.3795
410.925,282.4838
375.815,299.53015
332.25,313.29788
305.29,260.1189
288.865,250.60703
282.81,218.51639
285.27,211.71921
278.725,182.13821
268.505,178.94427
259.865,181.28168
258.145,214.26253
260.48,236.74007
268.83,267.53076
265.63,343.5277
269.44,405.62204
301.36,433.061
329.045,430.43384
338.54,386.5901
346.63,382.88223
356.605,357.74866
359.29,361.3586
364.265,346.21216
409.805,463.95636
474.68,577.18317
462.84,569.9535
397.32,519.0033
344.055,436.114
311.03,347.92154
292.685,316.26053
277.51,339.19867
269.365,364.52094
267.395,319.65894
264.31,274.90424
260.135,280.07605
260.61,303.8361
271.585,362.08795
348.835,413.63098
578.51,511.058
792.645,574.725
780.6,559.62103
656.645,528.63257
593.565,495.49994
598.01,432.64923
609.855,392.17438
611.36,457.11874
618.14,441.47647
1048.165,600.27893
1665.005,1077.688
1447.115,1054.5428
830.81,620.1117
537.85,459.91748
412.16,409.8749
337.59,364.44693
286.145,392.8046
270.99,438.07745
263.635,401.27933
255.98,304.18982
251.55,331.32
252.14,335.11917
268.435,390.67886
336.08,446.5765
418.705,624.20355
446.56,711.03784
445.915,641.8048
449.475,666.34436
444.295,616.17145
436.965,656.33563
444.24,612.26654
455.88,651.3647
467.585,638.0948
511.135,954.2032
549.26,1413.9382
505.38,1316.8578
449.49,784.6226
404.385,575.39417
341.305,492.2051
291.65,433.96707
265.885,458.81656
256.79,463.23566
249.77,421.68475
245.49,317.0168
243.335,306.16077
244.72,323.60678
259.285,341.45844
313.015,417.89725
386.585,529.603
436.01,535.38403
447.97,530.17914
435.355,505.31158
416.605,485.9984
407.43,464.98785
414.275,440.2318
423.05,431.2379
433.935,446.18063
470.015,449.11053
486.565,451.7612
456.03,436.8406
414.83,386.24896
366.035,353.79254
314.325,315.56046
271.71,283.39005
254.49,307.22372
248.87,351.05893
241.59,292.85828
236.495,291.40427
234.465,290.6706
238.585,295.1144
252.295,316.01535
299.465,359.42194
382.71,415.72516
429.035,457.4709
422.63,444.57227
410.255,443.551
395.705,427.85614
385.355,432.8114
391.095,426.03348
406.86,418.15054
421.885,423.2908
449.445,438.97827
469.21,437.10703
459.05,391.44174
430.22,405.5452
382.64,351.72385
337.335,316.73148
302.97,295.7806
270.19,295.61472
251.635,289.6721
247.35,288.89728
243.67,308.05902
241.96,293.77887
248.495,306.03714
277.045,313.60428
347.64,334.26398
426.13,363.56277
463.16,372.79623
464.55,394.56625
451.52,409.9871
431.795,403.68536
415.375,422.15686
411.86,396.17554
420.56,390.8694
434.355,383.85886
455.905,468.08044
465.475,505.76715
445.705,442.2874
