Ytrue,Yp
194.815,175.86485
186.995,179.91019
171.355,169.03406
160.65,170.50816
155.27,175.1433
154.86,180.54851
158.855,185.08539
173.36,196.76767
192.215,213.33006
192.1,202.50533
177.835,167.28937
158.78,147.6077
145.91,132.61005
136.89,123.11376
127.02,117.84736
124.885,118.18807
123.7,110.70666
117.225,86.579575
109.93,77.26169
114.33,77.40634
128.145,81.22553
140.405,89.315765
149.32,95.208565
161.465,117.235695
164.03,113.22528
154.79,108.79243
142.48,106.49598
132.1,106.90131
130.125,94.91159
133.2,113.49061
138.505,112.58507
147.115,118.46812
159.7,151.9695
162.885,139.77975
152.385,111.05583
139.46,110.750465
131.715,96.7481
125.25,97.785706
124.855,86.55772
127.905,85.75555
127.68,81.008385
124.465,116.04523
119.83,114.59424
121.5,118.60825
136.38,117.35853
157.52,141.59782
170.06,144.76628
177.395,167.87045
180.4,180.09561
176.79,188.45592
166.405,187.82037
153.08,197.42517
146.515,202.54143
147.56,214.54387
156.035,208.20197
173.48,231.86638
188.97,260.99847
188.725,237.1549
177.355,212.72682
159.3,192.1958
147.24,166.92996
137.045,157.12439
130.805,151.58675
133.18,141.62111
131.81,142.26347
130.63,105.87023
129.295,99.34857
130.015,94.18196
139.345,101.34488
156.345,119.13753
177.48,152.50597
193.25,176.62038
193.88,181.37936
184.525,189.14557
171.04,182.38893
160.98,182.70041
157.33,189.83038
162.38,190.58081
171.44,186.9499
184.785,210.22435
196.485,238.88191
195.72,221.813
186.95,197.508
169.34,169.75241
155.67,150.7276
148.785,134.87366
141.84,130.17981
138.005,133.45348
136.025,132.44322
133.025,136.07516
129.5,127.91388
128.765,118.7655
129.14,110.597
133.02,113.64279
142.72,122.067276
153.37,137.95158
158.075,153.98466
154.625,147.69206
145.24,147.49149
135.89,141.52603
131.525,144.63416
132.34,142.69568
138.74,146.28712
153.425,158.31558
177.195,182.58559
184.165,171.92456
165.505,157.03877
150.215,147.00813
143.285,141.42436
135.485,136.70245
140.0,128.87267
148.15,134.71063
145.595,125.07673
140.925,123.10915
132.17,111.30748
123.95,113.43026
125.765,80.31834
132.395,86.478775
134.555,86.6605
137.015,111.309875
145.055,126.37106
157.28,146.50595
162.775,148.4817
168.01,164.10402
