Ytrue,Yp
138.105,97.161064
138.18,92.42758
136.38,90.33357
131.815,111.43831
124.79,98.58379
125.49,97.11404
129.13,99.88387
136.04,112.11445
140.29,126.6248
143.99,138.29286
148.79,142.36174
146.105,143.98413
139.03,139.18437
132.23,145.90254
129.775,148.27661
129.885,144.82263
135.27,147.89102
145.915,149.28923
159.01,178.90839
163.85,179.82254
154.07,150.83214
143.305,147.41103
136.44,136.76318
129.68,124.759834
134.8,117.82596
143.24,111.87547
138.37,108.86929
128.365,112.04116
117.175,106.86923
110.965,107.94411
110.845,108.580765
116.095,119.50059
121.54,119.450806
134.32,133.15353
141.465,135.65149
138.39,141.03107
139.11,145.27339
142.075,148.51564
145.54,140.06325
142.845,139.37175
131.43,140.10663
135.14,147.87318
171.225,177.39633
192.24,175.09233
184.19,159.45386
160.905,146.47252
140.795,143.76465
134.11,138.16814
133.055,126.6019
136.825,122.987946
136.28,118.58294
132.86,107.82162
130.395,108.403435
131.46,106.25943
142.475,110.85579
164.685,140.47552
182.69,173.85617
188.225,183.21991
181.225,192.7267
165.185,193.95053
151.445,191.2671
144.135,186.24237
142.83,188.85152
146.155,198.912
153.285,203.88278
171.975,215.97455
195.695,234.624
201.91,219.61763
190.15,215.75839
169.095,189.30673
149.215,168.4574
135.12,141.15668
130.425,131.77765
132.125,127.08607
131.02,126.91691
130.135,126.358475
129.71,123.668755
130.74,119.12926
140.93,127.33922
162.96,153.34233
189.635,182.09221
200.355,205.78511
201.335,226.49701
199.44,216.08954
184.235,216.5521
168.935,211.42755
162.435,213.52185
166.585,218.732
179.505,220.83365
199.045,250.28053
222.565,269.5319
231.76,264.09662
215.105,230.92058
186.395,205.74187
165.995,186.85153
150.915,159.91704
140.925,148.70082
140.41,143.96213
138.335,141.0702
133.23,97.396835
129.125,91.52824
128.95,90.94061
136.02,93.543945
154.43,104.56978
174.96,117.959045
178.35,126.79653
164.045,138.09471
149.44,147.03874
138.01,140.83328
130.665,139.1239
127.875,141.50473
128.07,142.5121
134.2,143.05963
148.69,151.01677
165.135,166.65901
170.345,169.59409
164.005,152.61577
153.27,145.16966
146.315,132.98006
139.58,117.26572
134.3,109.299
134.405,99.12536
131.32,95.58278
126.535,112.6777
122.38,108.56944
122.655,106.55736
136.39,110.0582
153.975,126.59589
172.05,136.95915
176.67,144.4145
161.49,156.63658
146.12,153.57237
132.94,150.3152
123.795,155.31334
120.96,152.41559
124.43,154.52907
131.155,149.69963
144.86,161.75627
166.825,174.71306
181.825,178.82916
176.395,164.65501
161.16,155.91325
150.59,145.55695
142.635,129.57697
140.16,124.77124
140.69,118.37529
134.955,116.685
126.895,97.767555
122.14,88.89217
121.77,83.21028
127.37,86.64557
142.355,101.422066
168.05,108.807304
181.165,113.78942
167.8,125.96521
147.615,138.70267
131.28,143.84026
121.685,142.06996
118.78,137.92876
119.105,135.90483
124.44,136.64091
136.43,144.6457
154.695,166.72725
167.09,172.57176
159.78,149.05933
147.46,138.34212
141.5,127.29694
135.82,115.58529
131.79,106.0284
130.015,103.66279
127.99,99.11651
123.63,102.799965
119.43,94.72979
119.39,90.172066
123.21,98.74649
131.475,111.65437
135.28,121.656494
137.33,137.1844
142.38,137.08743
141.465,146.35596
140.795,149.2804
142.165,145.31573
140.09,148.0702
138.135,144.03696
137.58,140.38301
